x,y,z,samples
7.615,20.926,15.485,1700948
7.129,20.792,14.861,1700949
7.282,20.826,15.094,1700950
7.162,20.877,14.815,1700951
5.059,-12.926,18.613,1701104
5.08,-12.968,18.639,1701105
-13.314,2.676,-3.446,1701701
-11.049,3.168,25.134,1701747
-10.983,3.153,25.108,1701748
-10.968,3.151,25.142,1701749
-10.954,3.148,25.128,1701750
-10.987,3.155,25.129,1701751
-10.961,3.151,25.142,1701752
-10.951,3.148,25.141,1701753
-10.935,3.146,25.153,1701754
-10.97,3.151,25.123,1701755
-10.963,3.148,25.124,1701756
3.863,-8.166,23.588,1701757
3.815,-8.157,23.593,1701758
-15.583,3.054,14.008,1701810
-11.55,4.246,16.137,1701811
-11.565,4.18,16.087,1701812
-3.179,11.254,13.94,1701813
-3.257,11.23,13.847,1701814
-3.204,11.226,13.847,1701815
4.36,-6.99,8.543,1702268
4.362,-6.989,8.545,1702269
-13.664,-17.9,-11.721,1702295
-13.686,-17.884,-11.728,1702296
-13.736,-17.814,-11.748,1702297
-13.741,-17.803,-11.752,1702298
-13.697,-17.87,-11.736,1702299
-13.706,-17.855,-11.747,1702300
-13.559,-17.987,-11.676,1702301
-13.562,-17.988,-11.672,1702302
-11.318,17.501,-14.544,1702587
-9.396,17.58,-16.901,1702588
-9.438,17.55,-16.922,1702589
-9.41,17.539,-16.937,1702590
-9.442,17.52,-16.933,1702591
-9.486,17.497,-16.947,1702592
-9.396,17.576,-16.919,1702593
-9.443,17.558,-16.902,1702594
-9.387,17.612,-16.884,1702595
-9.392,17.597,-16.916,1702596
-9.455,17.54,-16.922,1702597
-9.327,17.562,-16.895,1702598
-9.571,17.413,-16.981,1702599
-9.453,17.602,-16.9,1702600
-9.404,17.599,-16.91,1702601
-9.43,17.574,-16.915,1702602
-9.383,17.603,-16.9,1702603
-9.388,17.577,-16.915,1702604
-9.512,17.494,-16.946,1702605
-9.464,17.522,-16.94,1702606
-9.381,17.586,-16.921,1702607
-9.398,17.511,-16.877,1702608
-9.361,17.605,-16.884,1702609
-9.265,17.544,-16.872,1702610
-9.436,17.55,-16.924,1702611
-9.425,17.535,-16.935,1702612
-9.458,17.481,-16.972,1702613
-9.374,17.597,-16.914,1702614
-9.349,17.567,-16.89,1702615
-9.376,17.591,-16.88,1702616
-9.346,17.586,-16.866,1702617
-9.453,17.629,-16.886,1702618
-9.608,17.448,-16.944,1702619
-9.374,17.59,-16.909,1702620
-9.35,17.585,-16.895,1702621
-9.414,17.594,-16.857,1702622
-9.428,17.577,-16.914,1702623
-9.374,17.591,-16.909,1702624
-9.355,17.601,-16.908,1702625
-9.454,17.568,-16.912,1702626
-9.419,17.554,-16.921,1702627
-9.423,17.591,-16.9,1702628
-9.707,17.251,-17.049,1702629
-9.497,17.518,-16.927,1702630
-9.383,17.591,-16.904,1702631
-9.334,17.549,-16.865,1702632
-9.372,17.596,-16.921,1702633
-9.388,17.59,-16.912,1702634
-9.383,17.572,-16.867,1702635
-9.454,17.579,-16.912,1702636
-9.356,17.59,-16.913,1702637
-11.354,17.489,-14.48,1702638
-11.354,17.489,-14.478,1702639
-11.354,17.489,-14.477,1702640
-11.351,17.484,-14.491,1702641
-11.342,17.489,-14.516,1702642
-7.838,3.019,-3.87,1702643
-9.756,15.16,-18.363,1702644
-9.73,15.141,-18.343,1702645
-9.99,16.757,-17.294,1702646
-9.951,16.858,-17.241,1702647
-10.016,16.732,-17.312,1702648
-9.756,15.07,-18.468,1702649
-9.777,15.288,-18.276,1702650
-9.434,14.651,-18.25,1702651
-9.756,15.228,-18.312,1702652
-9.753,15.198,-18.335,1702653
-9.615,15.247,-18.249,1702654
-9.737,15.236,-18.279,1702655
-9.948,16.841,-17.256,1702656
-9.997,16.675,-17.337,1702657
-9.974,16.826,-17.275,1702658
-10.008,16.721,-17.311,1702659
-10.046,16.745,-17.282,1702660
-9.754,15.184,-18.336,1702661
-9.745,15.191,-18.335,1702662
-9.744,15.254,-18.284,1702663
-9.745,15.197,-18.332,1702664
-9.756,15.233,-18.297,1702665
-9.99,16.416,-17.412,1702666
-9.749,15.17,-18.345,1702667
-10.002,16.784,-17.278,1702668
-9.936,16.18,-17.643,1702669
-9.758,15.191,-18.344,1702670
-9.316,14.649,-17.947,1702671
-9.761,15.204,-18.334,1702672
-9.494,14.784,-18.223,1702673
-9.755,15.189,-18.337,1702674
-9.692,15.074,-18.335,1702675
-10.076,16.55,-17.4,1702676
-10.016,16.65,-17.355,1702677
-11.346,17.469,-14.506,1702678
-11.346,17.472,-14.511,1702679
-11.346,17.483,-14.531,1702680
-11.347,17.479,-14.522,1702681
-11.346,17.482,-14.527,1702682
-11.348,17.474,-14.515,1702683
-11.343,17.485,-14.516,1702684
-9.843,15.653,-18.008,1702685
-9.93,16.739,-17.313,1702686
-9.874,15.963,-17.8,1702687
-9.932,16.762,-17.303,1702688
-9.945,16.745,-17.308,1702689
-9.774,15.269,-18.281,1702690
-9.825,15.596,-18.033,1702691
-9.991,16.551,-17.418,1702692
-9.964,16.71,-17.327,1702693
-9.984,16.634,-17.367,1702694
-9.993,16.763,-17.285,1702695
-9.8,15.466,-18.145,1702696
-9.991,16.674,-17.343,1702697
-9.858,16.893,-17.241,1702698
-9.779,15.492,-18.089,1702699
-9.976,16.728,-17.308,1702700
-8.967,14.389,-17.413,1702701
-9.899,16.074,-17.73,1702702
-9.985,16.739,-17.303,1702703
-8.929,14.365,-17.327,1702704
-9.934,16.766,-17.301,1702705
-9.935,16.478,-17.456,1702706
-8.961,14.436,-17.341,1702707
-9.942,16.787,-17.288,1702708
-9.947,16.798,-17.273,1702709
-9.968,16.689,-17.337,1702710
-9.993,16.77,-17.28,1702711
-4.907,-5.499,-14.615,1702712
-9.912,16.8,-17.288,1702713
-8.931,14.389,-17.328,1702714
-9.946,16.408,-17.509,1702715
-9.96,16.804,-17.271,1702716
-9.944,16.18,-17.659,1702717
-9.84,15.625,-18.02,1702718
-10.036,16.73,-17.354,1702719
-9.934,16.815,-17.266,1702720
-9.962,16.718,-17.322,1702721
-9.985,16.705,-17.323,1702722
-9.816,15.522,-18.098,1702723
-9.953,16.636,-17.368,1702724
-9.954,16.712,-17.326,1702725
-9.942,16.21,-17.642,1702726
-9.972,16.707,-17.323,1702727
-11.395,17.493,-14.682,1702728
-11.398,17.495,-14.717,1702729
-11.393,17.496,-14.706,1702730
-11.393,17.496,-14.697,1702731
-11.396,17.495,-14.705,1702732
-11.44,17.502,-14.928,1702733
-11.407,17.499,-14.75,1702734
-11.701,17.508,-16.254,1702735
-11.689,17.493,-16.255,1702736
-11.693,17.507,-16.249,1702737
-11.679,17.501,-16.26,1702738
-11.683,17.502,-16.251,1702739
-11.673,17.499,-16.271,1702740
-11.66,17.505,-16.245,1702741
-11.67,17.5,-16.259,1702742
-11.697,17.504,-16.234,1702743
-11.659,17.504,-16.248,1702744
-11.684,17.507,-16.239,1702745
-11.68,17.507,-16.257,1702746
-11.691,17.506,-16.244,1702747
-11.687,17.503,-16.261,1702748
-11.675,17.501,-16.256,1702749
-11.694,17.505,-16.236,1702750
-11.689,17.507,-16.238,1702751
-11.673,17.498,-16.258,1702752
-11.707,17.478,-16.282,1702753
-11.68,17.49,-16.283,1702754
-11.675,17.491,-16.281,1702755
-11.684,17.504,-16.246,1702756
-11.71,17.491,-16.266,1702757
-11.672,17.504,-16.253,1702758
-11.685,17.503,-16.257,1702759
-11.668,17.5,-16.259,1702760
-11.668,17.508,-16.242,1702761
-11.652,17.484,-16.278,1702762
-11.668,17.499,-16.291,1702763
-11.68,17.51,-16.245,1702764
-11.69,17.506,-16.252,1702765
-11.687,17.504,-16.256,1702766
-11.671,17.492,-16.288,1702767
-11.678,17.512,-16.243,1702768
-11.671,17.509,-16.239,1702769
-11.673,17.502,-16.253,1702770
-11.711,17.491,-16.275,1702771
-11.696,17.491,-16.283,1702772
-11.676,17.514,-16.232,1702773
-11.675,17.51,-16.244,1702774
-11.698,17.503,-16.248,1702775
-11.69,17.506,-16.231,1702776
-11.701,17.481,-16.279,1702777
-11.684,17.506,-16.252,1702778
-11.68,17.503,-16.265,1702779
-11.692,17.499,-16.264,1702780
-11.688,17.505,-16.249,1702781
-11.676,17.496,-16.287,1702782
-11.684,17.503,-16.255,1702783
-11.332,17.486,-14.515,1702784
-11.343,17.476,-14.521,1702785
-11.343,17.483,-14.527,1702786
-11.341,17.482,-14.519,1702787
-19.76,-16.662,11.176,1703026
-18.794,-15.935,11.521,1703027
-19.084,-16.157,11.351,1703028
-18.387,-16.23,12.828,1703029
-18.942,-16.743,11.884,1703030
-19.429,-16.416,11.293,1703031
-19.443,-16.31,11.191,1703032
-19.554,-16.494,11.219,1703033
-19.455,-16.374,11.207,1703034
-19.648,-16.595,11.252,1703035
-18.553,-15.273,11.762,1703036
-19.882,-17.029,11.342,1703037
-18.342,-16.088,12.952,1703038
-19.485,-16.265,11.215,1703039
-19.35,-16.677,11.753,1703040
-19.036,-16.686,11.838,1703041
-19.643,-16.624,11.437,1703042
-19.898,-16.722,11.163,1703043
-19.615,-16.621,11.375,1703044
-19.514,-16.597,11.555,1703045
-19.611,-16.74,11.492,1703046
-18.259,-16.062,12.463,1703047
-18.899,-16.547,12.195,1703048
-18.853,-16.099,12.146,1703049
-18.381,-16.267,12.999,1703050
-18.705,-16.509,12.931,1703051
-19.615,-16.479,11.137,1703052
-17.881,-15.884,13.893,1703053
-19.622,-17.098,11.739,1703054
-19.349,-16.437,11.458,1703055
-18.623,-16.813,13.684,1703056
-18.529,-16.761,13.777,1703057
-18.529,-16.81,13.136,1703058
-19.987,-16.88,11.151,1703059
-17.841,-15.894,14.017,1703060
-18.102,-15.775,13.384,1703061
-19.559,-16.477,11.18,1703062
-18.362,-16.189,13.093,1703063
-17.971,-16.024,13.661,1703064
-18.749,-16.625,11.911,1703065
-18.522,-16.364,12.77,1703066
-19.618,-16.807,11.522,1703067
-18.3,-16.106,12.87,1703068
-19.349,-16.668,11.742,1703069
-18.45,-17.021,12.48,1703070
-18.762,-16.924,12.476,1703071
-18.444,-16.731,13.298,1703072
-18.147,-15.984,13.327,1703073
-16.9,-15.289,13.92,1703074
-18.344,-16.261,13.536,1703075
-18.088,-15.868,13.415,1703076
-19.234,-16.601,11.883,1703077
-19.433,-16.666,11.577,1703078
-17.765,-15.925,14.017,1703079
-17.81,-15.839,13.734,1703080
-19.714,-16.913,11.639,1703081
-2.048,-9.482,-8.187,1703082
-19.204,-16.947,11.944,1703083
-19.014,-16.568,12.031,1703084
-17.738,-15.883,14.082,1703085
-19.57,-17.035,11.697,1703086
-18.284,-16.025,13.154,1703087
-19.625,-16.738,11.412,1703088
-18.137,-15.876,13.501,1703089
-19.355,-16.466,11.359,1703090
-19.72,-17.191,11.647,1703091
-19.497,-16.52,11.334,1703092
-19.414,-16.775,11.838,1703093
-19.426,-16.784,11.714,1703095
-17.702,-15.774,13.995,1703096
-19.444,-16.46,11.283,1703097
-19.774,-17.552,11.655,1703098
-19.252,-15.841,10.933,1703099
-19.368,-16.349,11.443,1703100
-19.075,-16.546,11.73,1703101
-17.547,-15.762,14.039,1703102
-19.503,-17.138,11.802,1703103
-19.549,-16.915,11.661,1703105
-19.963,-16.833,11.147,1703106
-19.67,-16.681,11.302,1703107
-18.887,-16.892,12.523,1703108
-18.416,-16.22,13.013,1703109
-19.876,-16.879,11.275,1703110
-19.336,-16.41,11.858,1703111
-17.749,-15.818,13.965,1703112
-17.089,-15.53,14.248,1703113
-17.589,-15.831,14.136,1703114
-17.76,-15.954,14.101,1703115
-18.904,-16.511,12.355,1703116
-18.446,-16.151,12.829,1703117
-19.172,-16.372,11.825,1703118
-17.758,-15.802,14.016,1703119
-17.432,-15.778,14.139,1703120
-17.813,-15.932,13.929,1703121
-17.601,-15.802,14.153,1703122
-18.052,-15.953,13.327,1703123
-18.441,-16.444,13.094,1703124
-18.519,-16.212,12.726,1703125
-17.796,-15.965,14.114,1703126
-18.285,-16.039,13.127,1703127
-17.662,-15.825,14.115,1703128
-19.589,-16.734,11.468,1703129
-17.537,-15.788,14.17,1703130
-18.291,-16.004,13.039,1703131
-17.474,-15.784,14.264,1703132
-19.522,-16.549,11.309,1703133
-19.454,-16.853,11.786,1703134
-18.635,-16.667,12.676,1703135
-18.081,-16.012,13.522,1703136
-19.01,-16.723,12.123,1703137
-17.427,-15.799,14.225,1703138
-19.705,-16.943,11.531,1703139
-17.621,-15.832,14.084,1703140
-19.863,-17.135,11.418,1703141
-18.646,-16.416,12.56,1703142
-18.586,-16.371,12.862,1703143
-19.236,-16.63,11.664,1703144
-17.582,-15.791,14.084,1703145
-18.295,-16.005,13.026,1703146
-19.394,-16.472,11.329,1703147
-19.737,-16.616,11.061,1703148
-19.444,-16.454,11.228,1703149
-17.834,-15.705,13.733,1703150
-19.655,-16.652,11.249,1703151
-19.678,-16.655,11.274,1703152
-17.732,-15.885,14.044,1703153
-17.508,-15.869,14.242,1703154
-18.156,-16.033,13.379,1703155
-19.321,-16.58,11.534,1703156
-18.108,-16.154,13.666,1703157
-17.829,-16.04,14.131,1703158
-19.907,-16.922,11.23,1703159
-18.086,-15.959,13.19,1703160
-19.399,-17.146,12.003,1703161
-18.277,-16.004,12.974,1703162
-19.419,-16.885,11.851,1703163
-19.294,-16.332,11.266,1703164
-19.71,-16.519,11.207,1703165
-19.622,-16.579,11.262,1703166
-19.654,-16.627,11.276,1703167
-19.531,-17.162,11.87,1703168
-17.924,-15.939,13.954,1703169
-19.545,-16.667,11.461,1703170
-19.615,-16.654,11.299,1703171
-19.675,-16.761,11.637,1703172
-19.68,-17.141,11.789,1703173
-18.337,-16.182,12.983,1703174
-19.906,-16.897,11.255,1703175
-18.705,-16.666,12.512,1703176
-18.271,-16.03,13.358,1703177
-17.764,-15.863,13.898,1703178
-18.68,-16.545,12.604,1703179
-19.352,-16.876,11.836,1703180
-17.749,-15.864,14.067,1703181
-18.389,-16.374,13.124,1703182
-18.348,-16.315,12.668,1703183
-18.554,-16.331,12.533,1703184
-19.105,-16.572,11.706,1703185
-18.639,-16.758,13.324,1703186
-19.4,-16.487,11.598,1703187
-19.751,-16.667,11.172,1703188
-19.286,-16.715,11.885,1703189
-19.672,-16.64,11.253,1703190
-18.603,-16.62,12.651,1703191
-17.755,-15.932,14.042,1703192
-19.48,-17.121,11.887,1703193
-17.812,-15.902,13.547,1703194
-19.112,-16.687,12.039,1703195
-17.683,-15.685,13.829,1703196
-18.544,-16.121,12.667,1703197
-18.706,-16.462,12.993,1703198
-19.522,-16.642,11.53,1703199
-18.041,-15.963,13.43,1703200
-19.713,-16.709,11.353,1703201
-17.866,-15.821,13.864,1703202
-19.668,-16.834,11.513,1703203
-17.865,-16.002,14.034,1703204
-18.269,-16.537,14.088,1703205
-17.814,-15.959,14.101,1703206
-18.489,-16.803,13.281,1703207
-18.434,-16.72,13.388,1703208
-19.269,-16.739,11.887,1703209
-18.32,-16.158,12.977,1703210
-17.789,-15.831,14.152,1703211
-17.892,-15.955,13.86,1703212
-18.728,-16.89,12.417,1703213
-18.621,-17.051,12.793,1703214
-18.801,-16.566,11.837,1703215
-18.067,-16.07,13.513,1703216
-18.731,-16.543,12.169,1703217
-18.083,-16.088,13.7,1703218
-19.044,-16.59,12.034,1703219
-17.899,-15.916,13.527,1703220
-19.355,-16.865,11.902,1703221
-18.178,-16.116,13.421,1703222
-18.372,-16.215,13.608,1703223
-18.095,-16.107,13.758,1703224
-17.565,-15.798,14.241,1703225
-18.325,-16.466,12.946,1703226
-19.275,-16.784,11.832,1703227
-18.234,-16.387,13.568,1703228
-18.678,-17.41,12.662,1703229
-18.262,-16.391,13.201,1703230
-18.048,-16.015,13.74,1703231
-18.284,-16.665,13.602,1703232
-15.118,-19.89,-2.535,1703695
-15.36,-20.182,-2.805,1703696
-14.591,-19.12,-1.817,1703697
-15.263,-20.321,-2.835,1703699
-15.132,-20.466,-2.85,1703700
-15.068,-20.582,-2.876,1703701
-14.638,-20.184,-2.478,1703702
-14.93,-20.64,-2.846,1703703
-15.141,-20.465,-2.856,1703704
-14.593,-19.767,-2.23,1703705
-14.99,-23.144,-7.353,1703706
-14.543,-19.6,-2.107,1703707
-15.208,-20.159,-2.723,1703708
-15.336,-20.245,-2.833,1703709
-14.626,-18.898,-1.668,1703710
-15.074,-20.484,-2.838,1703711
-14.541,-19.32,-1.941,1703712
-14.522,-19.317,-1.942,1703713
-15.109,-20.436,-2.824,1703714
-15.082,-20.531,-2.86,1703715
-14.594,-20.511,-2.616,1703716
-15.059,-20.222,-2.694,1703717
-15.154,-20.42,-2.853,1703718
-14.546,-19.984,-2.334,1703719
-15.167,-20.409,-2.841,1703720
-14.968,-20.437,-2.769,1703721
-14.653,-18.886,-1.662,1703722
-14.875,-20.944,-2.962,1703723
-14.912,-20.841,-2.93,1703724
-14.53,-20.915,-2.795,1703725
-15.073,-20.419,-2.799,1703726
-15.147,-20.43,-2.844,1703727
-14.53,-19.811,-2.216,1703728
-14.891,-20.937,-2.962,1703729
-14.885,-20.933,-2.959,1703730
-14.684,-20.522,-2.658,1703731
-14.807,-20.788,-2.946,1703732
-14.746,-20.784,-2.899,1703733
-15.03,-20.474,-2.836,1703734
-14.977,-20.743,-2.914,1703735
-14.629,-19.627,-2.165,1703736
-14.682,-20.531,-2.735,1703737
-15.004,-20.579,-2.897,1703738
-14.527,-20.872,-2.914,1703739
-14.709,-20.829,-2.953,1703740
-14.901,-20.694,-2.927,1703741
-14.459,-20.406,-2.63,1703742
-14.786,-20.73,-2.912,1703743
-15.174,-20.421,-2.853,1703744
-14.441,-20.324,-2.582,1703745
-15.071,-20.216,-2.681,1703746
-15.233,-20.337,-2.823,1703747
-14.604,-19.145,-1.829,1703748
-14.939,-20.351,-2.707,1703749
-15.204,-20.379,-2.834,1703750
-14.959,-20.303,-2.689,1703751
-15.238,-20.325,-2.826,1703752
-14.54,-19.439,-2.008,1703753
-14.944,-20.288,-2.678,1703754
-15.308,-20.258,-2.822,1703755
-14.543,-19.519,-2.064,1703756
-15.173,-20.19,-2.722,1703757
-15.346,-20.228,-2.822,1703758
-14.615,-19.057,-1.78,1703759
-15.033,-20.189,-2.622,1703760
-15.256,-20.294,-2.81,1703761
-14.625,-19.487,-2.069,1703762
-14.975,-20.419,-2.757,1703763
-14.547,-19.54,-2.076,1703765
-15.015,-20.275,-2.7,1703766
-15.285,-20.294,-2.832,1703767
-14.552,-19.585,-2.11,1703768
17.684,16.219,-3.52,1704020
17.688,16.238,-3.534,1704021
17.686,16.245,-3.544,1704022
17.684,16.23,-3.529,1704023
17.684,16.236,-3.537,1704024
17.677,16.236,-3.539,1704025
17.674,16.241,-3.546,1704026
17.685,16.234,-3.534,1704027
17.69,16.214,-3.509,1704028
17.692,16.253,-3.546,1704029
17.685,16.248,-3.546,1704030
17.719,16.242,-3.519,1704031
17.69,16.241,-3.536,1704032
17.678,16.225,-3.529,1704033
17.688,16.246,-3.543,1704034
17.684,16.234,-3.534,1704035
17.678,16.236,-3.539,1704036
17.671,16.238,-3.544,1704037
17.673,16.237,-3.543,1704038
-5.332,-23.492,-1.129,1704298
-5.272,-23.508,-1.171,1704299
-5.347,-23.495,-1.12,1704300
-5.345,-23.493,-1.123,1704301
-5.35,-23.478,-1.115,1704302
-5.347,-23.487,-1.119,1704303
8.646,-12.426,-3.273,1704304
-17.236,-14.418,10.821,1704306
-17.034,-13.757,11.238,1704307
-16.377,-13.905,12.221,1704308
-16.682,-13.829,11.854,1704309
-17.303,-14.017,10.486,1704310
-17.151,-13.634,11.102,1704311
-19.082,-12.611,9.995,1704312
-18.799,-16.389,12.517,1704313
-17.031,-13.809,11.225,1704314
-11.095,-9.817,12.776,1704315
-17.074,-13.783,11.183,1704316
-16.99,-13.879,11.32,1704317
-17.107,-13.602,11.082,1704318
-16.673,-13.738,11.769,1704319
-17.811,-13.52,10.651,1704320
-16.698,-14.044,11.768,1704321
-17.578,-13.67,9.915,1704322
-18.444,-13.958,11.431,1704323
-17.423,-13.352,10.687,1704324
-17.46,-14.318,10.306,1704325
-17.007,-13.538,11.313,1704326
-16.805,-13.874,11.739,1704327
-17.196,-14.274,10.689,1704328
-18.897,-15.058,11.834,1704329
-17.962,-14.549,11.436,1704330
-17.601,-13.861,10.61,1704331
-19.094,-16.145,11.968,1704332
-16.441,-14.339,12.72,1704333
-17.774,-13.513,10.781,1704334
-18.188,-14.426,10.931,1704335
-18.332,-14.405,11.674,1704336
-17.636,-13.49,10.923,1704337
-18.464,-14.325,11.834,1704338
-16.861,-13.711,11.302,1704339
-17.136,-14.019,10.811,1704340
-16.776,-13.843,11.766,1704341
-17.058,-13.938,11.65,1704342
-17.149,-13.578,11.05,1704343
-17.364,-13.62,10.999,1704344
-17.272,-14.514,10.755,1704345
-17.813,-13.463,10.621,1704346
-16.969,-13.745,11.573,1704347
-17.158,-13.905,11.074,1704348
-18.365,-14.459,11.606,1704349
-17.492,-13.725,10.529,1704350
-17.849,-13.564,10.717,1704351
-16.827,-13.79,11.706,1704352
-16.633,-14.003,12.184,1704353
-17.195,-13.716,11.189,1704354
-18.169,-13.443,11.063,1704355
-16.868,-13.777,11.691,1704356
-17.464,-14.74,11.199,1704357
-16.822,-13.784,11.656,1704358
-17.605,-14.084,11.349,1704359
-17.049,-16.403,11.589,1704360
-18.834,-14.947,11.868,1704361
-17.408,-14.642,10.773,1704362
-17.138,-14.53,11.131,1704363
-16.856,-13.909,11.775,1704364
-17.393,-14.768,12.333,1704365
-17.126,-13.888,11.196,1704366
-17.899,-14.196,10.774,1704367
-17.77,-13.418,10.693,1704368
-17.13,-13.627,10.966,1704369
-17.229,-14.202,10.617,1704370
-16.776,-13.789,11.748,1704371
-16.768,-14.273,12.263,1704372
-17.428,-14.86,11.298,1704373
-18.199,-14.424,10.91,1704374
-17.311,-13.993,10.477,1704375
-17.273,-14.32,10.685,1704376
-17.489,-14.213,10.187,1704377
-17.285,-14.29,10.616,1704378
-18.347,-14.302,11.834,1704379
-16.562,-13.811,11.983,1704380
-18.856,-12.904,10.286,1704381
-16.773,-14.028,12.048,1704382
-17.476,-13.957,10.028,1704383
-17.326,-13.984,10.482,1704384
-17.366,-13.671,10.612,1704385
-17.28,-13.679,11.125,1704386
-16.656,-13.801,11.945,1704387
-17.773,-13.635,10.77,1704388
-17.177,-13.815,10.82,1704389
-17.09,-13.832,10.92,1704390
-16.842,-13.68,11.471,1704391
-17.046,-13.744,11.004,1704392
-17.249,-14.21,10.627,1704393
-16.653,-13.937,12.074,1704394
-16.753,-13.897,11.899,1704395
-17.357,-14.555,10.573,1704396
-16.493,-14.255,12.613,1704397
-17.17,-14.428,10.998,1704398
-17.256,-14.023,10.607,1704399
-17.068,-13.592,11.31,1704400
-17.197,-14.474,10.977,1704401
-17.302,-14.393,10.7,1704402
-19.264,-17.042,12.127,1704403
-17.308,-14.176,10.598,1704404
-17.321,-15.349,11.165,1704405
-17.151,-13.92,11.57,1704406
-16.765,-13.817,11.711,1704407
-16.648,-13.897,12.031,1704408
-17.483,-13.475,10.782,1704409
-16.688,-13.983,11.985,1704410
-17.064,-14.022,11.304,1704411
-16.576,-13.91,12.078,1704412
-19.312,-12.65,9.939,1704413
-18.078,-13.707,10.878,1704414
-17.3,-15.631,12.917,1704415
-17.636,-13.585,10.778,1704416
-17.576,-13.46,10.875,1704417
-17.122,-14.225,11.692,1704418
-16.875,-13.974,11.869,1704419
-17.647,-15.119,13.645,1704420
-16.707,-13.78,11.82,1704421
-16.928,-13.678,11.511,1704422
-16.778,-13.71,11.686,1704423
-16.771,-13.814,11.774,1704424
-16.913,-13.821,11.701,1704425
-17.084,-13.699,11.287,1704426
-16.758,-13.856,11.915,1704427
-17.082,-13.649,11.289,1704428
-16.719,-13.682,11.688,1704429
-17.007,-13.698,11.405,1704430
-17.06,-13.629,11.275,1704431
-17.012,-13.777,11.425,1704432
-16.954,-13.738,11.462,1704433
-16.925,-13.914,11.713,1704434
-17.123,-13.591,11.204,1704435
-17.244,-13.653,10.917,1704436
-16.682,-13.757,11.805,1704437
-16.803,-13.843,11.691,1704438
-16.973,-13.625,11.372,1704439
-18.029,-15.461,13.134,1704440
-17.301,-15.793,14.369,1704441
-17.361,-14.756,10.674,1704442
-18.351,-17.115,13.204,1704443
-17.3,-14.65,11.027,1704444
-18.527,-17.081,12.965,1704445
-17.382,-13.484,11.174,1704446
-17.164,-14.506,10.753,1704447
-18.599,-17.063,12.894,1704448
-18.495,-17.132,13.21,1704449
-18.621,-17.108,12.892,1704450
-18.493,-17.149,13.217,1704451
-17.397,-14.721,10.644,1704452
-18.069,-14.699,12.231,1704453
-17.381,-14.726,10.643,1704454
-17.604,-14.94,10.572,1704455
-18.548,-17.103,13.101,1704456
-17.438,-13.768,11.47,1704457
-17.084,-13.691,11.303,1704458
-18.796,-14.413,11.578,1704459
-18.307,-13.08,10.469,1704460
-17.443,-13.412,10.98,1704461
-17.209,-13.517,11.205,1704462
-11.289,-27.144,12.145,1704463
-19.045,-14.836,11.748,1704464
-18.416,-13.686,11.296,1704465
-16.918,-13.645,11.555,1704466
-19.299,-12.741,10.13,1704467
-18.755,-15.058,12.087,1704468
-16.632,-14.045,12.185,1704469
-17.877,-13.248,10.923,1704470
-16.908,-13.698,11.489,1704471
-17.824,-13.354,10.935,1704472
-18.883,-15.084,12.001,1704473
-19.243,-14.993,11.824,1704474
17.459,6.475,2.657,1704488
17.475,6.598,2.689,1704489
17.434,6.477,2.662,1704490
17.636,6.726,2.645,1704492
16.688,12.18,-2.487,1704551
16.726,12.212,-2.474,1704552
16.688,12.181,-2.485,1704553
16.718,12.209,-2.473,1704554
16.702,12.186,-2.481,1704555
16.714,12.207,-2.472,1704556
16.679,12.179,-2.479,1704557
16.687,12.185,-2.474,1704558
16.684,12.178,-2.485,1704559
16.706,12.203,-2.466,1704560
16.683,12.178,-2.485,1704561
16.73,12.212,-2.475,1704562
16.685,12.174,-2.49,1704563
16.731,12.214,-2.471,1704564
16.683,12.176,-2.487,1704565
16.722,12.215,-2.468,1704566
16.691,12.184,-2.48,1704567
16.714,12.205,-2.47,1704568
16.678,12.177,-2.479,1704569
16.686,12.183,-2.476,1704570
16.677,12.174,-2.485,1704571
16.717,12.211,-2.462,1704572
16.68,12.175,-2.487,1704573
16.738,12.218,-2.466,1704574
16.726,12.247,-2.412,1704597
16.727,12.241,-2.418,1704598
16.738,12.253,-2.407,1704599
16.698,12.24,-2.401,1704600
16.706,12.226,-2.429,1704601
16.704,12.225,-2.423,1704603
16.715,12.227,-2.426,1704604
16.688,12.209,-2.439,1704605
16.72,12.234,-2.426,1704606
16.732,12.238,-2.414,1704607
16.72,12.234,-2.424,1704608
16.712,12.235,-2.42,1704609
16.701,12.227,-2.425,1704610
16.721,12.237,-2.421,1704611
16.71,12.247,-2.4,1704613
16.697,12.223,-2.422,1704614
16.684,12.203,-2.445,1704616
-19.24,-6.891,19.907,1704627
-19.21,-6.868,19.899,1704628
-19.228,-6.835,19.86,1704629
-19.229,-6.846,19.852,1704630
-4.777,-1.136,17.301,1704782
-4.867,-1.108,17.419,1704783
-4.889,-1.052,17.362,1704784
-4.872,-1.114,17.35,1704785
-4.782,-1.047,17.318,1704786
-4.761,-1.084,17.283,1704787
-4.821,-1.103,17.313,1704788
-4.803,-1.108,17.287,1704789
-4.158,-1.115,16.894,1704790
-4.145,-1.071,16.943,1704791
-4.086,-1.103,16.803,1704792
-4.072,-1.057,16.854,1704793
-4.389,-1.123,17.011,1704794
-4.333,-1.131,16.941,1704795
-4.094,-1.081,16.836,1704796
-4.076,-1.053,16.852,1704797
-2.224,-0.603,16.586,1704798
-2.221,-0.597,16.592,1704799
-2.512,-0.588,16.627,1704800
-2.51,-0.589,16.629,1704801
