x,y,z,samples
20.208,-0.681,21.534,1023063
-16.344,8.833,13.474,1023064
-16.196,8.799,12.995,1023065
-16.244,8.62,12.522,1023066
20.389,-0.398,21.883,1023067
-16.168,8.816,12.995,1023068
-16.139,8.858,13.058,1023069
-16.163,8.828,12.993,1023070
20.344,-0.507,21.583,1023071
-16.186,8.791,12.903,1023072
-16.201,8.777,12.86,1023073
-16.248,8.605,12.498,1023074
19.926,-0.584,21.451,1023075
-16.826,6.768,16.983,1023076
-16.941,6.259,16.878,1023077
-16.921,6.637,16.861,1023078
18.514,-0.365,18.845,1023079
-16.901,6.746,16.848,1023080
-16.821,6.789,16.958,1023081
-16.864,6.732,16.954,1023082
18.472,-0.414,18.952,1023083
-16.952,6.336,16.875,1023084
-16.93,6.227,16.845,1023085
-16.901,6.334,16.965,1023086
-16.163,8.855,13,1023087
18.737,6.208,19.461,1023653
18.589,6.024,19.718,1023654
-1.14,6.609,7.761,1024416
-1.104,6.628,7.738,1024417
-1.563,6.472,8.042,1024418
20.001,3.828,17.094,1041191
20.031,3.726,17.083,1041192
20.101,3.561,17.084,1041193
20.142,3.599,17.164,1041194
19.835,3.947,17.06,1041195
19.859,3.956,17.075,1041196
20.005,2.747,17.287,1041197
13.966,5.602,18.822,1041198
19.07,5.929,18.612,1041199
1.422,-6.128,8.912,1045177
1.49,-6.001,9.288,1045178
13.742,2.316,13.961,1047584
13.775,2.336,13.973,1047585
13.805,2.355,13.996,1047586
13.811,2.352,13.99,1047587
13.76,2.325,13.972,1047588
13.836,2.405,14.128,1047589
13.799,2.356,14.001,1047590
13.771,2.336,13.984,1047591
23.525,-5.937,0.127,1048186
-13.127,-12.125,5.155,1054021
-13.547,-12.174,4.999,1054022
-13.32,-12.144,5.112,1054023
-13.528,-12.152,5.04,1054024
17.845,-6.658,17.505,1055806
17.852,-6.662,17.507,1055807
-21.607,-6.649,-8.547,1056527
11.882,6.677,6.727,1056528
30.634,-0.587,-3.89,1056529
21.596,5.512,3.842,1057039
21.845,5.311,3.956,1057040
21.616,5.516,3.844,1057041
21.524,5.49,3.897,1057042
1.192,10.474,11.221,1057332
-15.09,5.572,18.059,1057333
-1.655,10.904,12.124,1057334
-19.141,-6.592,1.472,1059485
-19.13,-6.59,1.461,1059486
-15.286,-16.886,0.293,1059487
2.035,4.137,12.835,1059488
2.041,4.134,12.832,1059489
1.988,4.186,12.864,1059490
2.018,4.149,12.843,1059491
1.994,4.182,12.862,1059492
1.981,4.193,12.87,1059493
2.07,0.774,12.821,1059494
2.067,0.773,12.82,1059495
2.025,4.144,12.84,1059496
1.989,4.181,12.865,1059497
2.029,4.143,12.838,1059498
2.034,4.139,12.837,1059499
2.018,4.149,12.841,1059500
2.022,4.148,12.843,1059501
2.027,4.144,12.839,1059502
2.031,4.136,12.836,1059503
2.04,4.094,12.819,1059504
3.01,3.708,12.606,1059505
-19.122,-6.571,1.487,1059506
-19.104,-6.575,1.472,1059507
-19.121,-6.586,1.466,1059508
-19.132,-6.592,1.466,1059509
1.994,4.173,12.853,1059510
1.956,4.215,12.887,1059511
1.97,4.201,12.875,1059512
1.957,4.215,12.887,1059513
1.975,4.196,12.872,1059514
1.989,4.177,12.858,1059515
-19.125,-6.589,1.464,1059516
-19.119,-6.577,1.475,1059517
-19.121,-6.584,1.47,1059518
-19.13,-6.592,1.464,1059519
-19.122,-6.585,1.468,1059520
-19.122,-6.586,1.466,1059521
-19.091,-6.571,1.472,1059522
1.988,4.181,12.861,1059523
1.973,4.196,12.874,1059524
2.954,3.72,12.674,1059525
2.013,4.149,12.842,1059526
1.995,4.171,12.855,1059527
2,4.165,12.852,1059528
20.733,16.819,9.081,1060226
20.725,16.829,9.063,1060227
20.705,16.851,9.017,1060228
20.71,16.845,9.027,1060229
20.677,16.858,8.983,1060230
20.669,16.865,8.97,1060231
-15.292,-16.896,0.189,1060237
-15.178,-16.879,0.345,1060238
-15.198,-16.812,0.308,1060239
2.786,3.804,12.668,1060240
2.838,3.77,12.678,1060241
20.383,17.198,8.49,1060352
20.384,17.188,8.489,1060353
20.379,17.197,8.484,1060354
20.397,17.183,8.512,1060355
20.417,17.157,8.548,1060356
20.384,17.215,8.49,1060357
20.384,17.207,8.486,1060359
20.388,17.189,8.496,1060360
17.873,-6.65,17.49,1062443
17.894,-6.66,17.486,1062444
17.875,-6.662,17.528,1062445
17.885,-6.658,17.546,1062446
17.837,-6.627,17.349,1062447
18.406,-0.988,16.878,1062448
18.427,-0.929,16.857,1062449
17.842,-6.629,17.304,1062451
18.407,-0.974,16.874,1062452
20.238,4.019,21.52,1065157
19.196,6.13,19.956,1065160
19.188,6.139,19.936,1065161
19.189,6.137,19.942,1065162
17.437,-11.096,2.236,1065163
17.404,-11.072,2.308,1065164
17.569,-11.049,1.973,1065165
17.496,-11.072,2.165,1065166
5.43,-14.668,19.856,1065917
5.437,-14.791,19.912,1065918
5.437,-14.744,19.9,1065919
5.437,-14.758,19.903,1065920
5.43,-14.666,19.856,1065921
5.436,-14.758,19.901,1065922
5.436,-14.756,19.901,1065923
5.435,-14.737,19.895,1065924
5.437,-14.798,19.913,1065925
5.432,-15.102,19.968,1065926
5.437,-14.84,19.925,1065927
5.436,-14.754,19.901,1065928
5.433,-14.703,19.876,1065929
5.435,-14.731,19.893,1065930
5.434,-14.716,19.884,1065931
