x,y,z,gene
36.682,7.731,1.637,GM12058
34.402,-7.54,-7.36,GM12070
10.18,6.007,-10.975,GM12080
36.752,0.773,5.4,GM12090
34.265,-3.715,5.638,GM12091
33.458,5.996,0.268,GM12094
19.977,19.839,-14.238,GM12096
15.322,13.39,-15.937,GM12097
19.742,20.101,-14.05,GM12098
24.687,8.477,-7.775,GM12099
18.165,16.145,-14.816,GM12103
21.265,9.141,-14.404,GM12105
12.42,15.272,3.184,GM12106
35.738,5.971,0.81,GM12109
35.442,13.506,-3.475,GM12110
25.301,7.871,-14.648,GM12112
26.288,10.887,-6.226,GM12115
33.59,11.537,-12.367,GM12117
29.049,13.565,-5.025,GM12118
36.041,11.44,0.588,GM12123
29.731,14.087,-8.862,GM12124
25.941,10.16,-14.184,GM12129
24.379,7.358,-13.417,GM12136
24.09,7.77,-7.71,GM12138
8.165,7.868,-17.048,GM12161
35.714,-1.3,-1.493,GM12164
36.661,12.039,-0.691,GM12165
28.545,-1.818,8.094,GM12166
27.487,-5.046,5.353,GM12168
32.639,-2.175,7.734,GM12174
33.381,-1.913,3.228,GM12176
27.236,8.706,-7.983,GM12178
34.798,-5.155,-8.268,GM12182
30.791,-4.297,3.514,GM12183
28.573,0.957,8.618,GM12184
19.623,-13.65,-20.164,GM12185
29.779,12.361,-10.746,GM12186
19.976,1.889,-21.345,GM12187
22.27,-10.688,8.327,GM12191
26.68,11.742,-12.924,GM12194
11.743,2.8,-20.497,GM12216
27.066,11.834,-12.737,GM12219
23.254,4.922,-6.924,GM12222
31.88,12.837,-4.366,GM12226
19.45,14.444,-15.618,GM12229
27.243,14.649,-14.124,GM12230
32.705,-5.961,6.416,GM12231
34.771,4.338,3.51,GM12242
21.874,8.212,-7.7,GM12245
8.461,1.457,-28.294,GM12247
16.616,13.262,-18.431,GM12248
14.863,-16.692,-13.914,GM12250
31.176,18.591,-4.415,GM12251
16.557,13.746,8.285,GM12253
33.036,-1.069,8.764,GM12254
-2.745,4.07,-6.92,GM12258
4.899,27.796,-22.232,GM12260
29.349,10.673,-1.397,GM12261
27.225,11.198,-8.182,GM12263
33.965,-1.995,-8.995,GM12266
34.311,1.493,4.658,GM12267
32.717,14.437,-1.332,GM12269
32.349,10.902,-5.178,GM12271
17.917,17.559,-15.935,GM12275
5.557,9.109,-16.139,GM12276
34.396,-7.397,-7.219,GM12286
29.16,15.232,-12.5,GM12291
18.268,23.322,-11.74,GM12294
36.523,5.023,4.563,GM12322
28.67,17.532,0.159,GM12328
29.36,9.022,-0.659,GM12331
26.822,11.796,-12.918,GM12335
24.64,19.856,4.719,GM12338
31.633,15.679,-7.49,GM12340
35.589,0.029,5.763,GM12341
23.846,6.335,-8.906,GM12345
29.268,-8.645,6.646,GM12346
32.612,7.689,-3.165,GM12350
16.631,13.289,-15.588,GM12353
30.821,-7.472,5.54,GM12355
33.597,-3.451,5.453,GM12366
26.424,7.39,-6.565,GM12372
37.377,8.074,2.833,GM12380
20.296,21.482,-9.49,GM12388
29.572,12.219,-8.873,GM12390
1.558,26.865,1.763,GM12394
29.019,-4.147,7.424,GM12396
4.116,3.722,-12.184,GM12397
33.819,-3.298,-8.309,GM12403
26.787,-5.926,6.475,GM12411
34.356,-7.171,-7.349,GM12416
29.668,0.708,-3.424,GM12418
33.881,-3.504,-9.511,GM12419
25.544,9.07,-8.033,GM12420
31.041,14.701,-6.87,GM12422
12.77,16.463,-0.498,GM12424
33.144,9.156,-11.906,GM12428
21.054,16.535,-14.505,GM12430
26.663,-5.972,6.153,GM12435
13.514,7.899,13.512,GM12439
25.497,9.272,-7.975,GM12444
33.17,4.56,-1.426,GM12445
31.02,14.479,-11.925,GM12447
36.176,12.808,-1.522,GM12459
37.138,-1.53,6.895,GM12460
33.793,10.851,-4.629,GM12461
2.966,23.244,-32.866,GM12463
35.134,4.231,3.223,GM12466
36.586,-3.232,7.816,GM12468
19.047,19.706,-11.384,GM12470
-3.394,-27.687,12.085,GM12481
34.267,1.579,3.875,GM12482
21.511,19.297,-12.648,GM12501
16.764,6.585,12.893,GM12504
17.65,20.099,2.857,GM12507
34.902,7.53,-0.599,GM12508
23.465,16.998,-13.788,GM12516
36.191,8.11,2.636,GM12517
20.568,19.641,-10.73,GM12529
33.558,-4.937,-8.703,GM12537
24.916,4.456,-13.124,GM12543
22.099,17.639,-18.512,GM12551
28.926,12.139,-12.64,GM12565
29.097,10.215,-1.631,GM12568
25.822,16.497,-11.676,GM12571
16.675,10.424,-17.669,GM12573
21.764,19.38,-9.091,GM12577
31.648,-0.354,-1.054,GM12583
16.341,19.32,3.774,GM12584
13.899,10.019,-15.413,GM12586
31.713,9.754,-4.134,GM12587
10.757,6.643,-10.653,GM12591
30.731,19.895,-8.498,GM12599
22.367,17.34,-12.702,GM12607
20.566,18.395,-19.476,GM12611
4.814,22.664,-36.15,GM12613
3.423,22.182,-37.031,GM12615
3.422,22.177,-37.018,GM12616
3.231,22.106,-37.025,GM12617
35.483,8.682,0.95,GM12618
6.521,23.083,-35.164,GM12620
4.244,22.479,-36.656,GM12621
3.651,22.259,-36.971,GM12622
6.345,22.848,-34.905,GM12623
4.548,22.582,-36.535,GM12625
3.828,22.33,-36.933,GM12627
34.775,0.499,2.581,GM12630
33.484,8.759,-4.787,GM12632
27.912,11.788,-7.107,GM12642
34.583,2.785,2.872,GM12643
23.15,9.261,-15.828,GM12657
16.65,20.218,3.376,GM12661
30.477,-9.796,3.481,GM12663
27.22,14.134,1.275,GM12666
29.296,-0.568,-4.86,GM12669
18.768,-8.97,5.682,GM12671
12.751,13.834,-17.769,GM12689
33.588,9.982,-2.764,GM12691
28.623,0,8.918,GM12693
21.354,-11.446,8.644,GM12696
35.636,5.526,2.851,GM12704
35.596,3.816,-0.6,GM12712
34.084,-7.642,-5.705,GM12715
35.005,-0.266,6.346,GM12726
28.331,13.994,-3.242,GM12727
32.328,-1.994,-0.011,GM12728
34.949,11.496,-3.527,GM12733
19.181,10.212,-15.105,GM12734
37.276,13.942,-2.301,GM12739
25.909,16.844,-11.22,GM12741
19.092,10.312,-15.087,GM12749
24.404,-6.369,5.177,GM12751
17.892,21.715,-0.636,GM12752
14.881,16.31,7.559,GM12757
34.85,4.911,3.088,GM12760
19.715,15.289,-13.563,GM12774
36.501,7.464,2.491,GM12778
13.929,19.421,-14.67,GM12783
14.881,17.959,-16.854,GM12788
12.645,11.64,6.193,GM12789
3.944,22.426,-34.647,GM12790
24.518,6.438,-12.704,GM12791
3.091,4.267,30.889,GM12792
18.722,18.672,-18.929,GM12795
30.968,19.833,-10.204,GM12799
-2.67,24.025,-21.639,GM128
25.005,13.407,-9.916,GM12804
29.652,11.366,-2.685,GM12807
31.326,-6.689,6.772,GM12816
30.628,13.457,-6.178,GM12838
32.681,6.372,-2.9,GM12842
28.398,10.374,-9.388,GM12844
13.315,13.196,21.581,GM12846
25.776,9.845,-7.911,GM12848
34.251,3.122,2.617,GM12852
17.551,10.04,-17.433,GM12854
24.701,6.916,-5.917,GM12856
31.427,14.316,-6.301,GM12857
33.156,12.32,-12.151,GM12864
19.073,13.387,-16.278,GM12870
11.256,1.713,15.437,GM12879
14.758,14.492,9.029,GM12882
17.124,21.301,-0.185,GM12889
24.171,2.721,-6.21,GM12892
10.629,6.887,-14.883,GM12895
10.588,6.867,-14.871,GM12896
35.116,9.205,-0.487,GM12900
37.039,2.544,1.211,GM12901
17.147,12.467,-16.59,GM12902
17.976,21.831,-10.453,GM12903
29.858,-6.989,7.338,GM12912
12.69,11.216,-18.111,GM12917
21.841,-9.97,9.088,GM12918
28.842,10.551,-7.623,GM12919
33.542,-2.904,4.19,GM12922
20.502,21.07,-9.716,GM12924
24,10.869,-15.115,GM12928
25.216,13.832,-9.924,GM12929
34.551,-3.895,7.191,GM12933
33.519,14.389,-1.591,GM12936
14.148,14.138,-17.454,GM12941
2.245,-6.169,-5.402,GM12942
37.435,13.486,-0.93,GM12943
38.783,6.342,1.233,GM12944
35.464,12.952,-2.97,GM12947
30.223,13.199,-6.816,GM12950
24.308,11.823,-7.932,GM12955
25.147,9.033,-14.76,GM12960
20.041,16.03,-15.583,GM12961
29.478,-2.455,-0.811,GM12966
33.235,12.618,-3.496,GM12967
35.173,-2.773,-9.603,GM12969
16.752,11.735,-17.525,GM12978
28.982,12.259,-9.873,GM12986
29.367,9.054,-3.662,GM12987
30.186,15.249,-8.124,GM12988
32.226,8.353,-5.911,GM12989
30.982,12.153,-6.132,GM12990
12.009,22.151,-16.391,GM12993
12.399,10.452,8.911,GM13002
28.92,10.14,-8.861,GM13007
33.49,14.51,-1.997,GM13009
28.268,18.778,-0.331,GM13015
27.571,12.393,-4.742,GM13024
7.626,8.251,-16.872,GM13033
0.284,22.191,-31.318,GM13034
20.343,13.919,-14.63,GM13038
33.562,-0.646,3.216,GM13039
35.904,4.28,0.821,GM13047
15.026,19.477,2.067,GM1305
30.981,-6.147,5.309,GM13050
-2.847,19.878,-33.225,GM13051
11.328,11.211,-18.635,GM13071
29.949,15.171,-11.504,GM13080
19.452,5.191,-21.963,GM13081
9.68,20.272,-35.636,GM13083
23.27,-9.67,7.676,GM13092
36.654,4.886,5.425,GM13094
10.668,26.387,-25.015,GM13097
19.597,21.315,-4.344,GM13117
29.132,9.104,0.1,GM13121
29.294,-2.415,-1.216,GM13123
26.122,7.419,-6.894,GM13127
3.795,22.455,-34.419,GM13128
31.246,14.372,-6.295,GM13132
0.394,22.276,-31.495,GM13135
13.371,8.318,-11.187,GM13136
1.823,-20.565,-2.486,GM13139
14.19,20.42,-28.906,GM13140
31.013,7.663,-0.242,GM13141
23.057,11.677,-10.392,GM13142
-2.844,19.866,-33.385,GM13145
17.149,16.5,-22.382,GM13146
-2.509,20.105,-33.271,GM13147
-2.209,20.134,-32.907,GM13150
-3.146,19.992,-33.325,GM13151
3.265,-1.261,-12.235,GM13152
-3.285,19.529,-33.751,GM13154
14.536,22.27,-24.285,GM13155
23.929,17.932,-13.224,GM13156
1.726,-20.591,-2.518,GM13157
29.059,10.474,-8.499,GM13160
29.728,-4.069,7.002,GM13167
15.633,21.568,-23.801,GM13169
19.9,17.163,-14.62,GM13171
28.162,13.613,-2.899,GM13182
37.532,14.118,-1.063,GM13192
36.603,8.26,-4.384,GM13194
36.597,7.808,1.71,GM13196
32.281,5.516,-2.219,GM13198
5.864,8.244,-16.38,GM13199
32.885,8.1,-3.545,GM13202
5.774,8.03,-16.428,GM13204
18.55,15.372,-15.354,GM13207
7.809,-3.878,-4.795,GM13212
34.349,10.95,-2.638,GM13213
34.115,1.845,5.812,GM13215
33.852,-1.267,5.038,GM13216
7.614,-5.654,20.368,GM13225
36.172,0.754,4.875,GM13226
-2.409,20.159,-32.838,GM13230
14.37,20.402,-28.907,GM13231
15.874,21.498,-23.961,GM13233
-1.905,20.514,-32.257,GM13235
-0.121,-26.987,-10.022,GM13237
17.117,16.346,-22.429,GM13238
14.528,22.182,-24.202,GM13239
16.975,16.19,-22.555,GM13241
-3.772,19.873,-34.117,GM13242
17.186,16.296,-22.332,GM13245
20.413,16.84,-16.464,GM13246
-3.389,19.843,-33.888,GM13247
1.793,-20.587,-2.447,GM13248
1.8,-20.584,-2.475,GM13251
26.278,16.245,-11.419,GM13252
15.341,22.025,5.538,GM13255
25.864,16.96,-5.039,GM13260
32.344,1.122,6.137,GM13268
14.497,16.737,-21.185,GM13283
11.268,10.825,-15.537,GM13285
11.409,11.155,-15.527,GM13288
34.48,-7.089,-7.878,GM13292
23.715,11.792,-10.535,GM13294
1.455,26.841,2.004,GM13301
1.873,27.359,2.535,GM13302
2.207,27.454,2.697,GM13303
13.408,26.739,-15.283,GM13304
12.791,21.458,2.042,GM13305
1.798,27.445,2.4,GM13306
28.772,11.026,-7.462,GM13310
16.904,23.059,2.802,GM13312
33.727,-0.445,-10.409,GM13315
28.265,13.789,-5.194,GM13316
35.767,4.446,3.024,GM13321
11.178,6.214,12.21,GM13323
32.513,12.825,-11.807,GM13326
24.817,5.298,-8.569,GM13328
17.662,12.608,-16.135,GM13331
20.661,16.661,-15.562,GM13333
27.386,10.415,-7.225,GM13337
28.551,-1.614,1.393,GM13339
4.376,-4.614,21.58,GM13340
16.59,6.487,13.579,GM13341
30.523,17.69,-1.283,GM13342
26.156,16.445,-13.382,GM13349
17.479,12.72,-15.823,GM13351
18.226,14.138,-16.03,GM13357
28.611,18.127,-10.877,GM13363
32.255,11.762,-12.525,GM13365
18.91,9.909,-15.883,GM13369
31.074,-7.844,8.289,GM13370
9.246,5.732,-11.648,GM13378
29.406,9.892,-1.324,GM13379
29.963,-13.031,5.905,GM13394
34.88,4.881,2.809,GM13397
34.517,9.996,-5.725,GM13400
32.861,14.462,-1.505,GM13407
32.528,-1.935,8.561,GM13408
23.406,5.429,-9.162,GM13410
33.216,1.152,6.323,GM13413
34.695,11.726,-12.916,GM13414
10.789,25.408,-14.771,GM13416
29.229,14.274,-9.88,GM13418
13.485,21.019,-17.647,GM13420
29.376,13.864,-4.313,GM13422
3.068,4.682,30.76,GM13423
31.188,13.785,-6.45,GM13428
30.426,16.244,-2.056,GM13430
20.261,17.339,-15.247,GM13433
33.7,-2.436,4.545,GM13436
31.546,-1.572,-0.387,GM13437
30.159,-11.12,4.838,GM13443
33.899,12.931,-4.381,GM13445
35.287,-0.404,-1.873,GM13453
25.51,-9.181,8.025,GM13456
22.705,-9.714,8.273,GM13461
34.453,-7.119,-7.46,GM13464
12.785,10.189,-16.464,GM13477
27.999,11.915,-7.34,GM13487
33.994,-3.169,2.298,GM13493
30.191,-1.758,-0.911,GM13498
2.772,4.266,-12.418,GM13502
33.787,2.238,6.888,GM13508
23.77,-7.623,6.342,GM13509
13.893,14.581,8.659,GM13517
29.824,15.83,-7.499,GM13525
31.019,10.942,-6.85,GM13529
37.479,7.001,4.73,GM13532
23.933,11.681,-14.32,GM13534
14.161,14.353,20.449,GM13535
16.583,19.426,-16.445,GM13542
18.188,16.696,-14.602,GM13543
31.489,14.659,-7.029,GM13545
13.787,11.812,-15.23,GM13547
32.416,11.602,-12.645,GM13549
34.048,13.041,-3.943,GM13551
29.131,17.204,-9.415,GM13552
30.541,11.404,-8.948,GM13559
31.696,-6.635,5.459,GM13573
18.62,15.597,-14.076,GM13574
32.205,15.503,-7.856,GM13577
29.168,16.189,-9.667,GM13578
30.701,7.43,-0.125,GM13586
18.199,16.832,-15.401,GM13590
32.289,12.847,-11.702,GM13592
25.749,-6.152,5.427,GM13597
36.471,2.045,5.545,GM13604
17.684,14.105,-15.556,GM13608
36.962,8.563,3.133,GM13611
12.786,15.661,5.261,GM13615
17.101,13.927,8.273,GM13622
31.742,-6.571,5.538,GM13623
29.94,13.162,-9.933,GM13624
34.614,2.371,3.812,GM13641
30.744,15.479,-1.494,GM13642
30.992,18.794,-10.139,GM13651
36.189,2.425,5.417,GM13653
34.118,8.971,3.372,GM13665
36.803,8.357,-0.812,GM13666
35.66,-2.624,-9.899,GM13668
30.329,12.15,-10.241,GM13669
33.427,5.305,-0.814,GM13679
33.034,-5.264,8.23,GM13680
18.247,20.407,-8.658,GM13687
34.563,5.446,5.935,GM13688
16.312,17.797,-15.461,GM13689
24.58,7.472,-13.609,GM13690
27.858,26.824,-2.387,GM13691
27.859,26.821,-2.386,GM13693
27.858,26.821,-2.386,GM13694
27.858,26.804,-2.391,GM13695
27.858,26.821,-2.386,GM13696
27.858,26.821,-2.386,GM13697
27.858,26.821,-2.386,GM13698
11.626,15.993,-20.582,GM13717
-0.832,-5.556,30.648,GM13722
30.808,15.232,-7.735,GM13726
23.556,-8.767,7.032,GM13736
37.825,13.256,-0.484,GM13740
32.572,4.681,-1.546,GM13750
30.184,0.892,-3.502,GM13772
18.318,14.964,-16.401,GM13776
35.326,10.357,1.543,GM13777
19.692,14.144,-15.373,GM13785
25.869,15.748,-13.456,GM13786
28.473,2.644,-4.705,GM13803
32.356,11.543,-12.342,GM13809
35.264,-1.924,-10.581,GM13810
35.264,-1.924,-10.581,GM13812
35.293,8.52,0.362,GM13815
37.26,-1.024,6.388,GM13827
21.375,19.535,-9.642,GM13831
22.945,-8.974,7.208,GM13835
29.863,-13.016,5.934,GM13841
18.104,15.393,-14.609,GM13854
33.284,-1.659,2.529,GM13864
20.52,20.231,-6.473,GM13868
35.925,-2.544,-10.074,GM13870
35.6,12.41,-1.337,GM13875
34.232,-6.442,-7.76,GM13882
17.396,16.808,-17.668,GM13886
-3.203,9.778,-6.455,GM13889
18.828,16.231,-14.623,GM13899
29.673,11.592,-3.344,GM13902
31.575,8.231,-2.292,GM13904
26.556,7.404,-8.701,GM13910
33.42,5.917,-0.508,GM13921
17.317,21.945,0.928,GM13928
29.426,10.028,-1.635,GM13932
33.642,2.006,6.871,GM13935
32.936,11.937,-12.66,GM13937
20.496,21.167,-2.628,GM13940
25.813,12.5,-12.102,GM13961
24.889,7.344,-14.437,GM13981
12.983,16.663,-1.171,GM13988
25.245,14.865,-10.268,GM13991
30.204,17.307,-2.321,GM13998
28.699,14.498,-1.521,GM14000
33.937,12.131,-12.788,GM14006
33.107,10.528,-5.131,GM14016
27.916,-4.31,5.664,GM14017
13.361,12.476,-18.427,GM14018
29.727,16.594,-7.494,GM14020
13.053,21.523,-17.528,GM14025
23.148,12.482,-13.936,GM14026
23.612,16.711,-17.047,GM14032
34.851,13.328,-3.088,GM14034
35.015,8.485,-2.281,GM14036
30.406,16.142,-2.326,GM14037
24.72,9.641,-8.115,GM14038
10.182,23.923,-15.166,GM14042
31.785,-6.83,4.732,GM14044
29.133,-4.363,6.426,GM14046
3.958,7.431,-14.906,GM14048
20.011,11.199,-14.055,GM14049
18.854,10.013,-15.175,GM14052
30.717,15.313,-7.607,GM14053
34.922,11.233,-3.285,GM14056
7.67,8.198,-16.82,GM14057
3.401,22.177,-30.293,GM14058
22.19,-14.532,-22.138,GM14085
32.779,-0.193,7.072,GM14094
30.434,11.817,-11.215,GM14108
35.147,-3.747,-9.131,GM14111
36.505,13.47,-2.186,GM14115
3.565,3.612,-12.752,GM14117
26.064,8.671,-11.556,GM14121
11.101,11.669,-18.122,GM14122
-1.445,20.538,-31.909,GM14124
16.641,22.068,-15.904,GM14125
23.102,11.718,-10.445,GM14127
35.179,-5.842,-8.064,GM14130
10.622,12.351,3.274,GM14137
31.555,-2.161,6.36,GM14138
-1.211,20.771,-31.981,GM14139
33.173,11.8,-6.253,GM14141
35.252,-5.826,-8.132,GM14148
29.671,-9.244,6.944,GM14150
30.71,14.995,-6.97,GM14156
32.498,-6.305,8.429,GM14165
27.527,20.199,-10.431,GM14172
36.134,12.333,-0.987,GM14173
29.682,0.344,-4.193,GM14176
15.686,21.34,-18.716,GM14197
18.09,15.217,-14.615,GM14212
32.661,4.012,1.801,GM14214
21.038,20.92,-12.311,GM14219
9.883,8.946,6.168,GM14226
19.863,10.773,-14.729,GM14227
35.417,2.255,3.685,GM14231
17.162,13.471,-14.649,GM14239
36.361,-3.137,7.77,GM14251
29.523,0.992,-3.359,GM14253
35.76,6.254,1.017,GM14263
30.309,8.682,-6.106,GM14269
27.215,16.347,-10.791,GM14270
5.381,6.191,-18.858,GM14276
33.959,13.86,-6.912,GM14277
36.702,10.645,-0.349,GM14279
2.286,4.107,-9.831,GM14288
29.994,-10.339,3.181,GM14292
16.972,19.612,3.06,GM14293
4.857,-1.278,-2.073,GM14295
-1.509,-5.276,20.012,GM14296
2.432,21.586,-35.894,GM14300
24.367,20.099,3.634,GM14303
4.845,-1.263,-2.043,GM14305
3.458,-1.484,-1.024,GM14306
3.95,-0.901,-2.224,GM14308
2.312,4.151,-9.701,GM14322
36.618,0.632,6.439,GM14323
2.749,3.839,31.006,GM14324
4.61,-1.399,-1.871,GM14325
4.764,-1.304,-1.996,GM14326
4.434,-0.754,-2.968,GM14327
31.956,13.225,-9.741,GM14328
22.331,7.748,-12.429,GM14335
34.547,-3.674,7.432,GM14336
26.336,7.932,-7.495,GM14373
31.136,12.867,-6.696,GM14383
2.159,4.114,-10.939,GM14387
24.767,-7.456,5.896,GM14388
-2.414,-3.77,17.213,GM14391
10.637,6.882,-10.654,GM14393
25.184,8.119,-14.586,GM14398
5.048,-1.572,-2.681,GM14399
21.627,8.092,-13.832,GM14400
9.806,6.971,-10.839,GM14401
14.613,22.495,-24.528,GM14402
2.019,3.963,-9.618,GM14403
0.342,20.605,-30.695,GM14406
38.157,10.984,0.465,GM14407
10.545,6.883,-10.661,GM14409
4.693,-1.283,-1.946,GM14410
9.19,6.719,-10.97,GM14411
9.773,7.059,-10.908,GM14412
27.17,0.797,3.235,GM14414
14.366,22.147,-18.48,GM14415
8.934,7.171,-11.527,GM14416
4.904,-1.189,-2.479,GM14418
4.944,-1.134,-2.594,GM14419
1.889,-7.848,5.194,GM14420
1.993,3.96,-10.291,GM14421
18.146,16.251,-14.893,GM14425
35.508,12.203,-0.409,GM14427
17.747,15.094,-17.111,GM14429
27.377,16.757,-4.112,GM14431
3.503,-1.365,-1.243,GM14434
3.609,-1.26,-1.557,GM14435
35.389,15.876,-7.413,GM14438
28.48,11.102,-11.851,GM14439
1.959,4.016,-10.269,GM14440
38.914,7.111,1.583,GM14441
21.573,8.294,-13.929,GM14442
10.908,0.671,14.326,GM14443
10.215,7.021,-10.746,GM14444
21.509,8.113,-13.71,GM14445
20.224,20.658,-9.015,GM14463
20.291,21.897,-9.172,GM14464
19.178,21.343,-4.052,GM14469
21.321,19.508,-12.113,GM14472
29.801,12.159,-3.463,GM14473
22.061,-10.948,8.286,GM14494
30.482,12.999,-12.983,GM14504
24.192,12.154,-7.862,GM14506
28.74,14.352,-1.251,GM14516
29.32,-0.048,-4.968,GM14519
17.392,22.64,1.88,GM14524
21.879,10.263,-15.89,GM14537
12.305,15.394,3.165,GM14542
18.572,-11.399,-16.704,GM14548
28.352,18.616,-0.026,GM14567
-3.535,24.871,-21.158,GM14569
34.804,13.431,-3.238,GM14571
2.727,4.202,-12.562,GM14584
35.173,5.061,2.34,GM14585
34.281,-1.617,7.231,GM14586
23.15,16.517,-14.061,GM14593
30.409,18.057,-10.097,GM14608
20.296,20.436,-9.971,GM14613
17.843,21.999,-3.308,GM14631
32.965,-1.378,4.652,GM14633
30.283,13.129,-7.929,GM14639
36.731,3.857,5.006,GM14648
34.321,0.97,5.207,GM14650
10.646,9.322,6.884,GM14654
13.626,12.831,10.571,GM14659
34.136,7.676,0.835,GM14666
3.032,4.646,30.753,GM14667
7.184,-4.546,-3.477,GM14680
30.471,-8.648,5.917,GM14681
13.896,15.259,6.996,GM14682
7.099,26.657,-17.684,GM14685
33.95,4.201,-2.205,GM14686
-8.822,-17.232,0.832,GM14698
33.612,15.839,-10.753,GM14719
25.212,9.051,-14.631,GM14730
5.82,-1.169,23.75,GM14735
12.869,13.956,7.289,GM14740
15.394,22.008,5.749,GM14741
19.481,21.446,-3.47,GM14745
27.225,14.192,-10.966,GM14746
33.365,5.662,-4.954,GM14747
12.83,16.559,-0.548,GM14749
20.116,21.351,-8.162,GM14752
34.058,-7.28,-7.219,GM14760
30.941,20.625,-10.432,GM14776
17.687,14.07,-15.751,GM14780
20.172,20.783,-9.469,GM14791
17.824,21.93,-2.694,GM14806
33.02,13.185,-3.962,GM14807
18.108,16.44,-19.501,GM14822
11.098,26.086,-14.437,GM14824
35.943,8.958,-5.102,GM14830
29.608,11.732,-3.197,GM14840
30.575,2.652,-2.51,GM14845
18.222,8.552,17.495,GM14849
-0.556,-1.449,-35.913,GM14851
34.703,0.447,2.643,GM14853
26.226,7.973,-7.489,GM14857
36.778,13.554,-1.53,GM14859
34.63,9.024,0.745,GM14861
19.641,20.422,-11.475,GM14862
18.927,15.967,-14.369,GM14869
16.704,21.396,-2.393,GM14886
32.753,13.651,-11.421,GM14892
16.01,20.267,1.496,GM14900
16.025,19.3,3.886,GM14903
14.794,14.967,8.726,GM14912
19.09,8.351,18.161,GM14914
19.609,9.275,17.872,GM14917
32.275,13.348,-11.569,GM14921
29.097,12.731,-10.556,GM14970
18.293,21.815,-3.803,GM14976
30.701,13.221,-13.232,GM14984
35.538,13.713,-3.668,GM15002
12.68,12.095,-19.021,GM15009
17.564,20.249,2.208,GM15011
32.256,-1.925,6.245,GM15013
34.118,1.084,5.933,GM15032
25.802,23.119,-8.893,GM15039
17.01,23.043,2.673,GM15041
25.797,23.082,-8.935,GM15042
25.83,23.063,-8.945,GM15043
25.808,23.075,-8.928,GM15045
24.178,12.183,-9.517,GM15057
14.799,5.156,15.465,GM15066
23.206,19.932,-11.435,GM15068
23.206,19.932,-11.435,GM15069
15.515,22.115,5.506,GM15071
16.276,20.121,1.969,GM15074
18.867,21.213,-2.868,GM15076
35.127,4.217,2.224,GM15131
29.385,18.202,-0.723,GM15148
18.462,20.382,-9.051,GM15155
25.099,7.242,-9.856,GM15163
21.705,22.161,-7.017,GM15168
33.058,12.735,-12.262,GM15172
19.562,9.218,17.889,GM15185
14.186,13.116,-18.548,GM15186
24.874,10.035,-9.344,GM15190
34.734,-6.161,-7.991,GM15191
23.691,7.239,-8.43,GM15195
30.096,17.926,-1.328,GM15198
26.267,12.996,-13.13,GM15204
30.476,-7.287,4.871,GM15210
37.49,13.28,-0.761,GM15216
24.287,12.169,-9.361,GM15238
5.316,26.936,-27.348,GM15262
19.46,21.151,-21.103,GM15264
30.431,1.127,-2.937,GM15267
23.943,17.851,-13.256,GM15268
14.143,17.895,3.128,GM15276
10.282,-13.507,-9.778,GM15280
-1.211,-1.988,-35.657,GM15284
35.875,-3.183,-9.657,GM15294
18.052,22.108,-1.977,GM15302
3.193,4.637,30.309,GM15304
30.561,17.953,-0.71,GM15309
34.108,13.341,-4.772,GM15312
8.521,30.785,-23.192,GM15319
30.923,16.558,-9.251,GM15361
32.526,16.504,-10.051,GM15365
17.35,21.885,-1.708,GM15366
19.465,16.265,-20.277,GM15368
11.192,24.571,-15.334,GM15379
16.461,18.038,-16.779,GM15382
21.166,-11.657,8.634,GM15387
16.029,21.868,3.985,GM15399
36.294,12.971,-1.518,GM15400
17.813,6.126,17.425,GM15421
17.385,22.942,-2.589,GM15425
0.818,-31.432,24.903,GM15427
33.516,0.108,-10.37,GM15428
24.285,-6.185,4.753,GM15429
19.298,2.349,-22.2,GM15433
-0.705,23.726,17.167,GM15440
7.395,-2.497,-4.551,GM15443
-1.357,-8.743,-0.07,GM15446
18.059,-9.865,-17.901,GM15448
30.729,-4.96,3.686,GM15452
28.975,-0.855,-2.808,GM15453
33.964,7.842,-3.276,GM15454
7.071,23.31,-34.446,GM15455
29.85,-14.305,6.252,GM15459
20.717,19.739,-11.356,GM15460
34.955,1.794,4.121,GM15464
29.76,9.994,-2.901,GM15466
33.743,4.65,0.726,GM15467
13.274,7.485,-18.485,GM15470
18.469,15.918,-15.551,GM15480
14.395,15.204,9.276,GM15481
36.363,2.128,3.663,GM15483
31.508,-5.48,4.215,GM15484
30.114,-11.805,5.475,GM15487
27.215,13.893,-11.102,GM15495
38.998,6.391,1.375,GM15497
1.319,-20.413,40.037,GM15500
23.062,-9.221,9.161,GM15501
2.784,4.424,31.153,GM15515
30.119,17.876,-1.407,GM15516
24.157,13.03,-11.081,GM15519
19.802,20.176,-12.644,GM15528
25.92,16.141,-13.813,GM15530
37.519,6.648,-0.939,GM15531
14.254,13.492,-18.12,GM15538
12.363,10.659,-17.924,GM15539
22.157,-9.914,8.736,GM15542
19.09,13.456,-16.12,GM15547
33.976,3.203,1.378,GM15549
19.52,14.601,-15.23,GM15550
17.227,12.739,-16.224,GM15560
33.67,11.07,-3.088,GM15566
28.806,11.885,-11.625,GM15568
33.677,10.351,-2.835,GM15570
20.198,20.404,-10.033,GM15573
20.646,16.264,-15.174,GM15575
32.847,14.496,-1.873,GM15578
26.311,11.729,-12.717,GM15580
