x,y,z,samples
9.124,26.456,2.954,2303785
9.129,26.459,2.955,2303786
9.079,26.431,2.987,2303787
9.085,26.442,2.992,2303788
9.085,26.439,2.988,2303789
9.094,26.464,2.997,2303790
9.095,26.464,2.995,2303791
9.096,26.467,2.999,2303792
28.446,1.553,1.672,2303952
28.281,0.677,1.115,2303953
28.147,0.742,1.977,2303954
27.708,1.819,2.167,2303955
26.693,0.489,3.528,2303956
27.541,0.852,2.88,2303957
27.346,1.526,2.609,2303958
28.01,2.007,2.707,2303959
27.438,1.146,3.162,2303960
28.349,0.046,2.636,2303961
28.696,2.154,3.529,2303962
28.273,1.568,1.888,2303963
28.104,1.97,2.752,2303964
27.716,0.983,2.391,2303965
27.582,-0.173,2.922,2303966
27.46,-0.043,3.319,2303967
28.388,0.77,2.064,2303968
28.186,1.957,2.557,2303969
28.357,1.559,1.992,2303970
28.658,2.165,3.42,2303971
28.584,2.145,3.276,2303972
28.761,2.085,3.579,2303973
25.445,-1.54,2.413,2303974
28.496,0.191,2.705,2303975
27.101,0.562,3.337,2303976
27.045,-0.332,3.523,2303977
27.473,0.093,3.25,2303978
27.911,1.699,2.266,2303979
27.86,1.892,2.27,2303980
28.214,1.642,2.379,2303981
27.686,1.631,2.663,2303982
28.235,1.649,2.077,2303983
27.944,0.849,2.555,2303984
26.89,0.262,3.35,2303985
27.895,1.904,2.449,2303986
27.647,1.509,2.408,2303987
27.955,1.881,2.391,2303988
27.847,1.407,2.077,2303989
26.985,0.266,3.406,2303990
27.538,1.631,2.269,2303991
26.71,0.842,3.303,2303992
28.611,0.282,1.526,2303993
27.925,1.779,2.368,2303994
28.59,1.641,1.358,2303995
28.702,2.092,3.557,2303996
26.641,-0.202,3.625,2303997
27.729,1.799,2.311,2303998
27.998,2.014,2.428,2303999
27.958,1.26,1.845,2304000
27.177,0.944,2.492,2304001
27.805,1.297,2.605,2304002
28.416,1.577,1.498,2304003
28.609,2.159,3.371,2304004
27.695,1.413,2.637,2304005
27.9,1.986,2.369,2304006
27.838,1.402,2.463,2304007
28.416,1.687,1.729,2304008
28.456,1.599,1.346,2304009
28.449,1.488,1.545,2304010
27.354,1.134,3.01,2304011
28.453,1.412,1.359,2304012
28.428,1.468,1.371,2304013
27.534,1.54,2.543,2304014
27.136,-1.205,1.122,2304015
28.434,1.47,1.431,2304016
27.54,1.379,2.698,2304017
26.81,0.409,3.485,2304018
28.671,2.176,3.468,2304019
27.683,1.741,2.449,2304020
27.954,2.028,2.415,2304021
27.953,1.725,2.22,2304022
27.821,1.766,2.303,2304023
27.726,-0.552,2.606,2304024
25.884,-1.837,3.397,2304025
27.767,-0.25,1.18,2304026
27.728,1.556,2.471,2304027
27.44,1.158,3.089,2304028
27.797,1.84,2.383,2304029
26.988,1.545,2.445,2304030
27.894,1.822,2.549,2304031
27.868,1.996,2.523,2304032
27.82,1.869,2.26,2304033
27.845,1.846,2.331,2304034
28.713,2.177,3.526,2304035
27.678,1.572,2.25,2304036
27.882,1.119,2.295,2304037
27.086,0.319,3.474,2304038
28.241,1.316,0.205,2304039
28.142,-0.292,1.256,2304040
27.282,1.304,2.039,2304041
28.279,1.413,1.561,2304042
27.722,1.741,2.579,2304043
27.65,1.171,2.287,2304044
27.584,1.355,2.646,2304045
25.455,-1.529,2.157,2304046
27.524,-0.064,0.679,2304047
27.062,0.776,3.067,2304048
27.887,1.284,2.137,2304049
27.717,0.673,2.437,2304050
28.276,1.54,1.876,2304051
28.549,2.111,3.256,2304052
26.32,-0.583,3.416,2304053
27.596,-0.306,2.744,2304054
27.611,0.431,3.156,2304055
28.127,1.545,2.626,2304056
27.722,1.229,2.808,2304057
26.888,0.473,3.125,2304058
26.816,-0.544,3.221,2304059
27.665,0.87,2.371,2304060
27.293,-0.035,2.563,2304061
27.929,-0.066,2.034,2304062
27.728,0.062,2.552,2304063
27.097,0.181,3.476,2304064
27.072,-0.257,3.262,2304065
26.726,-0.329,3.021,2304066
27.626,0.777,2.55,2304067
26.916,-0.006,3.239,2304068
27.507,0.745,2.857,2304069
27.903,-0.048,2.739,2304070
26.847,0.01,3.525,2304071
28.696,2.134,3.423,2304072
27.513,0.114,3.253,2304073
27.9,0.837,3.016,2304074
27.039,0.793,3.016,2304075
27.788,0.223,2.03,2304076
27.874,0.703,2.676,2304077
26.987,0.525,3.189,2304078
27.999,0.767,2.813,2304079
26.978,-0.019,3.57,2304080
28.247,1.042,1.691,2304081
28.67,2.165,3.396,2304082
27.624,1.234,2.645,2304083
26.905,-0.204,0.62,2304084
27.089,-1.519,0.817,2304085
27.097,0.516,3.199,2304086
27.857,1.521,2.825,2304087
26.202,-0.634,3.436,2304088
27.747,1.505,2.074,2304089
28.048,0.073,2.631,2304090
27.591,1.578,2.529,2304091
27.002,-0.317,3.02,2304092
27.53,1.658,2.235,2304093
27.468,0.017,2.642,2304094
27.96,0.276,2.5,2304095
27.399,-0.493,2.072,2304096
28.414,1.222,1.608,2304097
26.409,-2.45,0.703,2304098
26.017,-2.69,1.615,2304099
27.714,-0.91,0.384,2304100
25.655,-2.434,2.265,2304101
26.116,-1.878,2.457,2304102
27.638,1.013,2.459,2304103
27.618,-0.097,2.619,2304104
25.713,-2.107,3.305,2304105
26.723,-2.026,1.644,2304106
28.037,0.288,2.062,2304107
25.616,-2.372,2.317,2304108
25.709,-1.79,3.486,2304109
27.962,-0.482,1.139,2304110
25.936,-1.394,3.581,2304111
25.852,-1.593,3.231,2304112
27.607,1.354,2.539,2304113
26.381,-2.906,0.712,2304114
26.914,-0.319,2.963,2304115
26.184,-1.302,3.343,2304116
25.538,-2.354,2.441,2304117
25.844,-1.636,3.475,2304118
26.487,-0.08,2.41,2304119
26.064,-0.62,3.416,2304120
26.159,-1.744,1.752,2304121
25.642,-1.497,3.33,2304122
27.449,-0.173,0.54,2304123
27.646,1.159,1.795,2304124
27.293,1,2.796,2304125
27.692,1.051,2.481,2304126
26.923,0.237,3.398,2304127
27.093,1.101,2.16,2304128
26.669,-0.23,3.562,2304129
27.428,1.187,2.71,2304130
27.86,0.814,1.664,2304131
27.884,1.022,1.091,2304132
27.804,0.553,1.601,2304133
26.328,0.356,2.158,2304134
27.004,0.747,2.963,2304135
27.772,0.882,1.533,2304136
27.786,1.081,2.431,2304137
27.858,1.048,2.384,2304138
27.994,0.429,2.35,2304139
27.392,0.045,3.019,2304140
28.745,2.088,3.463,2304141
27.837,-0.174,0.583,2304142
27.674,-1.08,0.329,2304143
27.053,-0.163,3.255,2304144
28.07,0.759,2.41,2304145
27.955,0.315,1.378,2304146
27.049,1.064,3.016,2304147
27.273,-0.172,3.025,2304148
26.873,-0.594,3.318,2304149
27.985,0.676,2.047,2304150
27.673,1.253,2.304,2304151
28.386,0.62,1.839,2304152
26.997,0.238,3.404,2304153
27.475,1.182,2.624,2304154
27.231,0.429,2.002,2304155
27.145,1.069,2.7,2304156
26.972,-0.254,3.556,2304157
27.429,0.611,2.431,2304158
27.508,0.434,1.107,2304159
26.479,-0.888,2.588,2304160
26.408,-1.773,2.447,2304161
26.342,-0.797,3.634,2304162
27.65,1.061,2.121,2304163
27.715,1.077,2.629,2304164
27.662,1.126,2.653,2304165
26.384,-1.15,3.494,2304166
26.307,-2.133,2.973,2304167
26.934,0.226,3.439,2304168
27.493,0.338,2.939,2304169
27.712,0.875,2.286,2304170
27.474,0.08,3.006,2304171
28.063,-0.33,1.471,2304172
28.673,2.15,3.429,2304173
26.507,-1.316,1.531,2304174
27.978,0.651,2.25,2304175
28.7,2.086,3.493,2304176
27.707,0.908,1.73,2304177
27.4,-1.259,2.186,2304178
27.577,0.752,2.649,2304179
27.256,0.951,2.799,2304180
26.978,-0.447,3.576,2304181
26.397,-0.667,3.687,2304182
26.684,0.439,3.182,2304183
27.145,0.406,3.461,2304184
27.522,0.977,2.649,2304185
27.091,-0.396,2.513,2304186
27.513,1.19,2.699,2304187
27.607,0.891,2.545,2304188
27.63,0.32,2.888,2304189
26.755,-0.956,3.45,2304190
27.042,-0.221,3.17,2304191
27.249,-0.767,2.624,2304192
27.698,0.093,1.77,2304193
26.006,-0.924,3.531,2304194
26.214,-0.769,3.663,2304195
27.892,1.675,2.059,2304196
26.852,-0.022,3.4,2304197
28.01,0.617,1.289,2304198
26.56,0.847,2.204,2304199
27.746,0.586,2.653,2304200
27.975,1.726,2.44,2304201
26.321,-0.985,3.067,2304202
26.669,0.966,2.35,2304203
26.961,0.261,2.938,2304204
26.884,0.031,3.386,2304205
27.327,1.02,2.782,2304206
26.204,-0.793,3.589,2304207
26.344,0.451,1.95,2304208
26.472,-0.092,3.063,2304209
26.276,-1.6,1.205,2304210
26.305,-0.082,3.274,2304211
26.001,-0.95,3.573,2304212
27.373,-0.603,2.715,2304213
28.1,-0.319,1.466,2304214
28.452,0.286,1.534,2304215
28.012,1.749,2.449,2304216
27.123,1.596,1.574,2304217
28.675,2.14,3.443,2304218
25.816,-1.372,2.572,2304219
28.153,0.763,1.444,2304220
27.865,-0.085,2.738,2304221
27.441,1.066,2.908,2304222
25.498,-1.475,2.832,2304223
25.359,-1.542,2.899,2304224
26.31,-0.713,3.658,2304225
26.523,-0.528,3.431,2304226
27.242,-0.075,1.877,2304227
26.212,-0.748,3.642,2304228
28.308,0.8,1.823,2304229
25.584,-1.271,3.153,2304230
27.743,0.602,2.748,2304231
26.949,-1.31,1.993,2304232
26.713,-0.561,3.479,2304233
26.655,0.761,3.228,2304234
26.736,-0.376,3.325,2304235
27.38,0.913,2.564,2304236
26.953,0.177,3.318,2304237
25.735,-0.819,3.205,2304238
26.682,-0.236,3.278,2304239
28.677,2.122,3.516,2304240
26.769,-0.501,3.242,2304241
25.876,-1.017,3.278,2304242
27.045,-0.164,1.436,2304243
27.165,0.834,2.137,2304244
25.573,-1.431,2.23,2304245
27.063,-0.25,2.792,2304246
26.111,-2.151,1.629,2304247
28.383,0.863,1.422,2304248
27.433,1.12,2.764,2304249
25.415,-1.308,3.011,2304250
27.54,0.461,2.275,2304251
26.418,-0.678,3.804,2304252
28.39,0.707,1.761,2304253
27.786,0.25,3.086,2304254
10.672,3.499,-11.495,2304255
27.049,-0.122,2.571,2304256
26.313,-0.458,3.547,2304257
27.081,0.21,3.385,2304258
28.541,0.85,1.58,2304259
28.69,2.112,3.635,2304260
28.354,0.919,1.526,2304261
27.867,1.676,2.35,2304262
27.832,1.675,2.402,2304263
28.198,1.441,2.026,2304264
27.914,1.831,2.283,2304265
27.829,1.643,2.533,2304266
27.625,1.658,2.474,2304267
27.992,1.797,2.538,2304268
27.955,1.831,2.437,2304269
28.657,2.157,3.4,2304270
27.86,1.361,2.685,2304271
25.477,-1.248,1.951,2304272
27.661,1.721,2.499,2304273
28.488,1.56,1.681,2304274
27.896,1.705,2.344,2304275
28.604,1.288,1.511,2304276
28.09,1.603,2.113,2304277
27.986,1.924,2.111,2304278
28.513,0.896,1.585,2304279
27.421,0.685,2.913,2304280
28.505,1.5,1.463,2304281
27.988,1.513,2.159,2304282
28.04,1.642,2.045,2304283
27.633,1.625,2.286,2304284
26.803,-0.063,3.307,2304285
27.669,1.206,2.432,2304286
27.554,1.765,2.413,2304287
27.729,0.994,2.621,2304288
28.089,1.751,2.116,2304289
26.93,0.823,3.188,2304290
27.259,1.479,2.906,2304291
28.467,1.356,1.839,2304292
28.13,1.917,2.332,2304293
27.128,0.399,3.293,2304294
27.549,1.747,2.087,2304295
28.316,1.132,1.977,2304296
28.13,1.309,2.079,2304297
28.412,1.422,1.54,2304298
28.454,1.292,1.999,2304299
28.302,1.54,2.052,2304300
27.64,1.924,2.379,2304301
27.885,1.593,2.474,2304302
27.073,-1.837,0.613,2304303
26.792,-0.049,3.422,2304304
27.857,1.768,2.268,2304305
27.098,0.367,3.395,2304306
27.569,1.617,2.89,2304307
27.597,1.552,2.024,2304308
27.955,1.846,2.241,2304309
27.835,1.57,2.251,2304310
27.601,1.354,2.54,2304311
27.703,0.582,2.621,2304312
26.433,-0.014,3.716,2304313
27.816,1.66,2.532,2304314
28.081,2.029,2.656,2304315
28.03,1.465,2.141,2304316
26.898,0.214,3.386,2304317
28.58,2.129,3.357,2304318
27.693,0.611,2.506,2304319
27.784,1.637,2.336,2304320
27.009,0.935,3.146,2304321
27.235,1.038,3.157,2304322
28.62,0.798,1.545,2304323
27.166,-0.621,3.287,2304324
27.634,1.702,2.459,2304325
27.947,1.58,2.098,2304326
27.263,1.332,3.113,2304327
27.604,1.803,2.36,2304328
27.271,1.485,3.078,2304329
27.58,0.901,2.957,2304330
27.512,1.566,2.268,2304331
26.797,1.218,2.62,2304332
27.526,1.122,2.92,2304333
27.648,0.791,2.474,2304334
27.844,1.61,2.424,2304335
27.748,1.296,2.293,2304336
27.465,1.457,2.758,2304337
27.186,1.406,3.041,2304338
28.033,1.426,-0.5,2304339
28.035,1.432,-0.514,2304340
27.991,1.287,-0.447,2304341
27.989,1.279,-0.443,2304342
27.961,1.119,-0.174,2304343
27.999,1.219,-0.194,2304344
28.019,1.415,-0.503,2304345
28.02,1.416,-0.512,2304346
28.019,1.432,-0.518,2304347
27.982,1.283,-0.517,2304348
28.045,1.281,-0.214,2304349
28.024,1.394,-0.478,2304350
28.028,1.456,-0.524,2304351
28.031,1.436,-0.531,2304352
-3.146,3.541,15.625,2304750
-3.153,3.528,15.621,2304751
-3.147,3.525,15.619,2304752
-3.15,3.528,15.62,2304753
-3.151,3.528,15.62,2304754
-3.148,3.508,15.611,2304755
-3.151,3.533,15.622,2304756
-3.139,3.561,15.633,2304757
-3.142,3.553,15.63,2304758
-3.141,3.556,15.631,2304759
-3.139,3.561,15.633,2304760
-3.136,3.568,15.636,2304761
-3.127,3.593,15.644,2304762
-3.127,3.596,15.644,2304763
-3.124,3.603,15.648,2304764
-3.127,3.596,15.642,2304765
-3.129,3.589,15.639,2304766
-3.129,3.592,15.642,2304767
-3.134,3.574,15.637,2304768
-3.14,3.557,15.631,2304769
-3.145,3.543,15.626,2304770
-3.143,3.55,15.627,2304771
-3.137,3.565,15.633,2304772
-3.137,3.566,15.634,2304773
-3.137,3.567,15.635,2304774
-3.137,3.566,15.629,2304775
-3.141,3.556,15.631,2304776
-3.133,3.576,15.638,2304777
-3.138,3.562,15.633,2304778
-3.14,3.557,15.63,2304779
-3.125,3.598,15.646,2304780
-3.125,3.599,15.646,2304781
-3.124,3.603,15.647,2304782
-3.127,3.592,15.642,2304783
-3.127,3.591,15.641,2304784
-3.126,3.596,15.642,2304785
-24.405,2.439,-13.034,2304959
-24.411,2.436,-13.037,2304960
-24.403,2.44,-13.033,2304961
-24.404,2.438,-13.035,2304962
-24.411,2.436,-13.037,2304963
-24.407,2.437,-13.037,2304964
11.734,-9.42,-12.719,2304998
11.795,-9.323,-12.662,2304999
11.786,-9.35,-12.68,2305000
11.741,-9.394,-12.735,2305001
11.779,-9.363,-12.69,2305002
11.774,-9.367,-12.681,2305003
-2.881,1.541,13.702,2305985
-2.882,1.544,13.699,2305986
-2.88,1.54,13.704,2305987
-2.885,1.54,13.703,2305988
18.828,0.092,16.888,2306666
18.502,0.042,16.914,2306667
18.505,0.182,17.006,2306668
18.564,-0.018,16.881,2306669
18.847,-0.018,16.809,2306670
18.791,-0.088,16.794,2306671
18.784,-0.104,16.78,2306672
8.013,8.267,0.193,2306807
7.674,8.15,0.183,2306808
7.629,8.159,0.179,2306809
7.637,8.177,0.191,2306810
7.592,8.144,0.191,2306811
7.562,8.132,0.187,2306812
7.626,8.099,0.181,2306813
7.604,8.105,0.184,2306814
7.604,8.085,0.182,2306815
7.611,8.059,0.183,2306816
7.638,8.123,0.177,2306817
7.624,8.114,0.182,2306818
7.58,8.072,0.182,2306819
7.627,8.055,0.18,2306820
7.579,8.08,0.194,2306821
7.599,8.063,0.184,2306822
0.145,15.684,-9.576,2306823
7.565,8.054,0.191,2306824
9.909,-23.749,11.522,2307525
9.901,-23.746,11.529,2307526
9.908,-23.749,11.523,2307527
9.913,-23.75,11.519,2307528
9.936,-23.759,11.499,2307529
9.918,-23.753,11.515,2307530
9.981,-23.771,11.459,2307531
9.875,-23.735,11.548,2307532
9.866,-23.731,11.555,2307533
9.863,-23.729,11.558,2307534
9.893,-23.743,11.535,2307535
9.932,-23.757,11.502,2307536
9.961,-23.767,11.478,2307537
9.959,-23.767,11.48,2307538
9.909,-23.749,11.522,2307539
9.889,-23.741,11.537,2307540
9.936,-23.758,11.499,2307541
10.218,-23.839,11.249,2307542
10.089,-23.804,11.365,2307543
10.039,-23.79,11.409,2307544
10.063,-23.796,11.387,2307545
10.067,-23.798,11.385,2307546
9.934,-23.758,11.502,2307547
9.95,-23.764,11.488,2307548
8.999,-4.015,17.738,2307991
8.973,-3.988,17.712,2307992
8.985,-4.011,17.732,2307993
8.945,-3.977,17.716,2307994
8.929,-3.946,17.679,2307995
8.99,-3.993,17.707,2307996
8.966,-3.995,17.727,2307997
8.971,-3.998,17.718,2307998
8.969,-3.985,17.706,2307999
8.954,-3.951,17.684,2308000
8.989,-3.98,17.699,2308001
8.986,-3.99,17.722,2308002
8.985,-3.999,17.72,2308003
8.955,-3.98,17.692,2308004
8.951,-3.966,17.695,2308005
-23.432,-2.098,8.327,2308664
-23.449,-2.092,8.309,2308665
-23.448,-2.094,8.319,2308666
-23.443,-2.098,8.33,2308667
-23.433,-2.105,8.346,2308668
-23.419,-2.104,8.319,2308669
-23.475,-2.089,8.295,2308670
-23.469,-2.088,8.311,2308671
-23.486,-2.082,8.278,2308672
-23.461,-2.095,8.293,2308673
-23.482,-2.089,8.227,2308674
-23.46,-2.097,8.312,2308675
-12.428,7.031,12.212,2308750
-16.065,3.853,5.4,2308751
-15.981,3.896,5.484,2308752
-16.023,3.876,5.433,2308753
-16.111,3.862,5.391,2308754
-16.121,3.849,5.334,2308755
-16.117,3.847,5.326,2308756
-16.078,3.86,5.382,2308757
-16.113,3.769,5.102,2308758
-12.412,7.039,12.147,2308759
-16.088,3.864,5.399,2308760
-16.098,3.86,5.384,2308761
-16.088,3.851,5.352,2308762
-16.165,3.85,5.296,2308763
-16.145,3.84,5.285,2308764
-16.173,3.84,5.26,2308765
7.82,-6.673,17.594,2308997
9.496,-8.049,17.105,2308998
9.44,-8.594,17.087,2308999
9.526,-8.141,17.038,2309000
8.3,-8.545,17.343,2309001
9.522,-8.53,16.938,2309002
-9.402,-1.288,15.373,2309211
0.202,-8.896,16.12,2309212
-9.371,-1.297,15.357,2309213
0.254,-8.949,16.127,2309214
-9.348,-1.317,15.357,2309215
0.253,-8.944,16.13,2309216
0.22,-8.912,16.121,2309217
-9.371,-1.324,15.365,2309218
-9.381,-1.312,15.362,2309219
-9.307,-1.34,15.319,2309220
9.106,-9.177,-3.94,2309714
9.109,-9.168,-3.947,2309715
9.097,-9.21,-3.907,2309716
9.098,-9.18,-3.932,2309717
9.117,-9.177,-3.928,2309718
9.108,-9.179,-3.941,2309719
-22.937,5.036,14.419,2309753
-22.913,5.028,14.442,2309754
-22.935,5.052,14.42,2309755
-22.934,5.04,14.426,2309756
-18.538,-1.436,7.76,2310017
-18.503,-1.434,7.789,2310018
-17.933,-1.514,8.317,2310019
-18.521,-1.504,7.961,2310020
-17.867,-1.445,8.167,2310021
-17.834,-1.433,8.16,2310022
-5.058,10.654,-1.37,2310126
-5.057,10.681,-1.384,2310127
-5.046,10.741,-1.39,2310128
-5.042,10.734,-1.39,2310129
12.553,-6.65,19.113,2310130
12.606,-6.618,18.942,2310131
12.175,-6.875,19.429,2310132
11.825,-6.749,15.425,2310133
11.825,-6.742,15.418,2310134
11.828,-6.746,15.422,2310135
0.671,-2.188,6.41,2310136
0.644,-2.239,6.41,2310137
12.247,-8.138,16.077,2310138
12.137,-8.195,16.142,2310139
12.159,-8.141,16.168,2310140
12.158,-8.145,16.161,2310141
-2.848,1.545,13.731,2310248
-2.845,1.547,13.733,2310249
-2.907,1.514,13.76,2310250
-2.857,1.56,13.717,2310251
-23.38,-2.983,12.659,2310392
-23.373,-2.984,12.664,2310393
-23.379,-2.985,12.668,2310394
-23.391,-2.99,12.694,2310395
-23.384,-2.983,12.658,2310396
-23.387,-2.987,12.681,2310397
-24.131,-1.679,8.031,2310398
-24.162,-1.655,8.049,2310399
-24.172,-1.651,8.02,2310400
-24.149,-1.671,7.997,2310401
-24.148,-1.677,7.94,2310402
-24.151,-1.674,7.944,2310403
7.959,7.784,-15.024,2310406
7.981,7.798,-15.013,2310407
7.97,7.79,-15.006,2310408
7.973,7.791,-15.026,2310409
3.802,3.852,-12.638,2310410
3.796,3.84,-12.634,2310411
3.802,3.857,-12.623,2310412
3.827,3.899,-12.627,2310413
7.749,7.636,-15.071,2310414
7.855,7.711,-15.108,2310415
7.894,7.744,-15.127,2310416
7.893,7.735,-15.138,2310417
8.686,-5.561,17.974,2310786
8.94,-5.749,17.981,2310787
9.708,-7.641,17.691,2310788
11.254,-5.576,15.073,2310789
11.269,-5.562,15.084,2310790
11.281,-5.545,15.055,2310791
22.7,9.723,3.691,2310792
22.679,9.727,3.69,2310793
22.695,9.734,3.696,2310794
22.728,9.734,3.703,2310795
22.718,9.742,3.706,2310796
22.698,9.742,3.702,2310797
0.65,-5.827,-14.273,2310941
0.667,-5.84,-14.274,2310942
0.678,-5.837,-14.284,2310943
0.667,-5.836,-14.272,2310944
0.662,-5.861,-14.25,2310945
1.616,-7.533,-15.331,2310947
1.623,-7.534,-15.337,2310948
1.619,-7.516,-15.333,2310949
1.62,-7.529,-15.334,2310950
1.617,-7.488,-15.346,2310951
1.611,-7.467,-15.345,2310952
-7.916,2.516,12.358,2310965
-7.911,2.498,12.359,2310966
-17.846,7.486,-13.245,2310967
-17.858,7.504,-13.261,2310968
-17.943,7.65,-13.383,2310969
-17.935,7.631,-13.391,2310970
-17.931,7.622,-13.396,2310971
-17.928,7.613,-13.409,2310972
-17.936,7.607,-13.506,2310973
-17.944,7.629,-13.47,2310974
-17.935,7.556,-13.747,2310975
-17.936,7.558,-13.758,2310976
-17.943,7.575,-13.776,2310977
-17.939,7.568,-13.77,2310978
-17.934,7.585,-13.617,2310979
-17.934,7.589,-13.589,2310980
-17.756,7.314,-13.101,2310981
-17.753,7.307,-13.086,2310982
-17.742,7.317,-13.137,2310983
-17.739,7.311,-13.135,2310984
-17.865,7.506,-13.319,2310985
-17.856,7.491,-13.314,2310986
-16.376,4.353,-15.173,2311114
-16.366,4.341,-15.177,2311115
-16.382,4.359,-15.173,2311116
-16.38,4.357,-15.169,2311117
-16.375,4.352,-15.172,2311118
-16.37,4.346,-15.173,2311119
12.623,-1.143,-23.223,2313661
13.984,-0.867,-22.227,2313663
12.702,-1.123,-23.158,2313664
13.994,-0.878,-22.238,2313666
12.558,-1.181,-23.315,2313668
13.922,-0.876,-22.251,2313670
-0.151,14.537,3.261,2318625
-0.14,14.556,3.284,2318626
-0.168,14.531,3.324,2318627
-0.143,14.552,3.072,2318628
-0.14,14.541,3.115,2318629
-0.129,14.52,3.124,2318630
-12.738,-4.84,23.845,2319075
-12.738,-4.856,23.882,2319076
-12.734,-4.858,23.887,2319077
-12.732,-4.863,23.896,2319078
-12.736,-4.86,23.891,2319079
-12.739,-4.858,23.887,2319080
-12.732,-4.858,23.886,2319081
-12.73,-4.859,23.888,2319082
-12.737,-4.856,23.882,2319083
-12.723,-4.869,23.908,2319084
-12.732,-4.86,23.89,2319085
-12.73,-4.869,23.909,2319086
-12.748,-4.88,23.939,2319087
-12.735,-4.863,23.897,2319088
-12.731,-4.86,23.89,2319089
-12.732,-4.858,23.886,2319090
-12.738,-4.857,23.885,2319091
-12.742,-4.846,23.86,2319092
-12.735,-4.856,23.882,2319093
-12.737,-4.855,23.88,2319094
-12.739,-4.856,23.884,2319095
-12.742,-4.854,23.879,2319096
-12.742,-4.854,23.879,2319097
-12.745,-4.85,23.871,2319098
13.447,-8.349,-5.733,2319610
3.993,-0.86,7.744,2319611
3.988,-0.861,7.74,2319612
3.963,-0.875,7.709,2319613
3.964,-0.876,7.71,2319614
3.987,-0.902,7.701,2319615
3.987,-0.899,7.703,2319616
-16.237,2.785,1.615,2319617
-16.234,2.783,1.608,2319618
-16.234,2.779,1.599,2319619
-16.235,2.784,1.612,2319620
-19.479,4.555,2.273,2319621
-16.244,2.787,1.631,2319622
-16.245,2.787,1.634,2319623
-16.25,2.792,1.646,2319624
-16.252,2.793,1.652,2319625
-16.253,2.797,1.664,2319627
4.855,-2.57,6.816,2319628
4.842,-2.539,6.832,2319629
15.79,-0.278,14.382,2319630
15.727,-0.264,14.394,2319631
15.965,-0.42,14.456,2319632
16.014,-0.432,14.45,2319633
8.587,-8.707,17.71,2319634
8.554,-8.558,17.733,2319635
8.518,-8.607,17.727,2319636
8.509,-8.623,17.729,2319637
16.589,-10.958,-17.039,2319936
16.586,-10.959,-17.04,2319937
16.572,-10.958,-17.042,2319938
16.58,-10.958,-17.044,2319939
1.97,8.659,4.829,2319940
1.955,8.647,4.838,2319941
1.998,8.677,4.811,2319942
-10.059,26.34,-4.44,2320312
-10.019,26.337,-4.37,2320313
-10.033,26.338,-4.395,2320314
-10.036,26.338,-4.401,2320315
-10.026,26.336,-4.383,2320316
-10.033,26.338,-4.395,2320317
-10.035,26.337,-4.398,2320318
-10.016,26.337,-4.365,2320319
-10.043,26.34,-4.411,2320320
-10.025,26.337,-4.38,2320321
-10.016,26.335,-4.365,2320322
-10.025,26.337,-4.381,2320323
-10.02,26.337,-4.372,2320324
-10.036,26.338,-4.4,2320325
-10.066,26.341,-4.452,2320326
-10.03,26.336,-4.391,2320327
-10.034,26.338,-4.396,2320328
-10.017,26.336,-4.367,2320329
-10.049,26.339,-4.422,2320330
-10.037,26.338,-4.402,2320331
-10.042,26.339,-4.41,2320332
-10.026,26.336,-4.385,2320333
-10.094,26.344,-4.501,2320334
-10.078,26.342,-4.474,2320335
-10.03,26.337,-4.391,2320336
-10.028,26.337,-4.386,2320337
-10.036,26.338,-4.4,2320338
-10.02,26.336,-4.372,2320339
-10.023,26.336,-4.378,2320340
-10.046,26.339,-4.417,2320341
-10.023,26.337,-4.377,2320342
-10.04,26.338,-4.407,2320343
-10.018,26.338,-4.368,2320344
-10.035,26.338,-4.399,2320345
-10.041,26.337,-4.411,2320346
-10.023,26.336,-4.379,2320347
-10.029,26.337,-4.388,2320348
-10.029,26.337,-4.388,2320349
-10.034,26.338,-4.397,2320350
-10.03,26.337,-4.39,2320351
-10.028,26.338,-4.386,2320352
-10.031,26.337,-4.392,2320353
-10.025,26.336,-4.383,2320354
3.804,4.86,17.194,2320355
-1.272,3.781,20.069,2320356
1.47,4.689,18.372,2320357
-0.681,3.845,19.829,2320358
0.604,4.06,19.272,2320359
1.526,4.738,18.304,2320360
-0.891,3.792,19.955,2320361
-0.792,3.806,19.91,2320362
-1.176,3.767,20.044,2320363
-1.041,3.792,19.951,2320364
2.132,4.728,18.074,2320365
-0.968,3.78,19.992,2320366
-0.896,3.744,20.002,2320367
2.117,4.738,18.069,2320368
-1.274,3.77,20.088,2320369
-1.119,3.802,19.912,2320370
-0.538,3.886,19.73,2320371
1.525,4.759,18.283,2320372
3.832,4.87,17.172,2320373
-0.349,4.146,19.429,2320374
2.319,4.866,17.846,2320375
2.28,4.529,18.218,2320376
-0.418,3.9,19.699,2320377
1.494,4.791,18.267,2320378
-0.623,3.809,19.853,2320379
1.082,3.437,19.632,2320380
-0.259,3.816,19.736,2320381
0.892,3.62,19.542,2320382
1.345,3.398,19.579,2320383
1.05,3.434,19.634,2320384
1.226,3.7,19.359,2320385
3.881,4.885,17.128,2320386
2.296,4.535,18.2,2320387
2.507,3.888,18.752,2320388
1.573,3.453,19.457,2320389
2.765,3.907,18.643,2320390
3.539,4.839,17.335,2320391
-0.195,3.712,19.81,2320392
-1.132,3.798,20,2320393
