x,y,z,samples
12.676,8.798,-16.068,1406642
13.345,7.5,-16.518,1406643
16.267,9.347,-16.403,1406644
12.783,8.574,-16.52,1406645
12.834,8.453,-16.524,1406646
12.526,9.36,-15.544,1406647
16.012,10.507,-15.179,1406648
12.445,9.519,-15.925,1406649
11.654,7.739,-15.98,1406650
15.407,5.519,-14.779,1406651
11.211,9.26,-16.494,1406652
12.752,8.398,-16.393,1406653
12.055,9.827,-15.882,1406654
16.01,9.185,-15.24,1406655
16.12,9.1,-15.184,1406656
12.418,9.765,-15.385,1406657
11.613,9.107,-16.806,1406658
15.583,9.214,-15.779,1406659
11.736,9.847,-16.384,1406660
12.438,9.269,-16.417,1406661
15.967,9.317,-15.288,1406662
15.319,10.901,-15.552,1406663
12.649,9.054,-16.145,1406664
12.995,8.405,-16.851,1406665
16.16,8.838,-15.73,1406666
10.202,9.382,-17.762,1406667
13.463,9.034,-15.825,1406668
13.243,7.251,-16.168,1406669
12.579,8.652,-16.507,1406670
12.715,8.865,-16.111,1406671
13.057,7.18,-17.127,1406672
11.979,9.793,-16.929,1406673
12.832,8.988,-17.386,1406674
12.598,8.612,-16.383,1406675
12.614,9.267,-15.818,1406676
13.048,7.177,-16.702,1406677
12.653,9.218,-15.611,1406678
13.192,7.34,-16.833,1406679
13.231,7.686,-16.512,1406680
13.14,7.677,-16.674,1406681
15.552,8.82,-15.703,1406682
12.626,9.396,-15.701,1406683
12.305,9.811,-15.758,1406684
15.743,8.958,-15.748,1406685
15.993,6.892,-17.422,1406785
16.169,7.179,-17.448,1406786
16.811,7.974,-15.954,1406787
16.551,8.117,-16.598,1406788
16.011,6.833,-17.372,1406789
15.978,7.189,-17.092,1406790
16.451,6.914,-17.038,1406791
16.328,6.625,-16.605,1406792
16.365,7.274,-17.091,1406793
16.139,6.944,-17.405,1406794
16.652,8.387,-16.148,1406795
16.45,8.089,-16.371,1406796
16.368,7.552,-16.954,1406797
16.709,8.323,-16.472,1406798
16.062,7.026,-17.389,1406799
16.108,6.948,-17.348,1406800
16.528,7.024,-16.952,1406801
16.72,7.758,-16.666,1406802
16.237,6.604,-17.135,1406803
16.423,7.297,-17.139,1406804
16.674,8.248,-16.495,1406805
16.211,6.879,-17.182,1406806
16.372,7.188,-17.127,1406807
16.767,8.299,-16.4,1406808
16.861,8.296,-16.017,1406809
16.841,8.122,-15.973,1406810
15.966,6.853,-17.531,1406811
16.826,8.108,-16.002,1406812
16.51,6.901,-16.705,1406813
16.308,8.378,-16.931,1406814
16.768,7.575,-16.74,1406815
16.063,8.032,-17.056,1406816
16.627,8.014,-16.65,1406817
16.424,7.978,-16.586,1406818
16.347,7.317,-17.111,1406819
16.226,7.034,-17.014,1406820
16.605,7.697,-16.348,1406821
16.27,6.773,-17.23,1406822
16.65,7.772,-16.258,1406823
16.785,8.209,-16.121,1406824
16.827,7.974,-15.935,1406825
16.213,7.824,-16.914,1406826
16.567,8.074,-16.738,1406827
16.021,7.013,-17.521,1406828
16.269,7.098,-17.204,1406829
16.627,8.303,-16.485,1406830
16.397,7.159,-17.085,1406831
16.312,7.361,-17.212,1406832
16.511,7.19,-16.945,1406833
15.998,6.172,-16.216,1406834
16.171,6.867,-17.3,1406835
16.669,8.335,-16.236,1406836
16.596,8.07,-16.675,1406837
16.607,8.628,-16.059,1406838
16.648,7.482,-16.947,1406839
16.831,8.005,-15.942,1406840
16.762,8.214,-16.44,1406841
16.774,8.435,-16.549,1406842
16.12,7.161,-17.294,1406843
16.623,7.312,-16.825,1406844
15.783,8.421,-17.363,1406845
16.075,7.517,-17.711,1406846
16.202,6.709,-16.877,1406847
16.229,7.126,-17.401,1406848
16.233,6.938,-17.37,1406849
16.29,6.878,-16.642,1406850
16.17,7.953,-17.094,1406851
16.464,7.309,-17.092,1406852
16.307,6.997,-17.087,1406853
16.415,7.218,-17.168,1406854
16.207,7.484,-17.331,1406855
15.891,6.67,-17.197,1406856
16.304,7.792,-17.287,1406857
16.722,8.571,-16.49,1406858
16.696,7.374,-16.091,1406859
16.557,8.48,-15.884,1406860
16.386,7.254,-16.737,1406861
16.177,6.869,-17.244,1406862
16.586,7.815,-16.452,1406863
16.788,8.242,-16.277,1406864
16.323,6.925,-17.019,1406865
16.67,8.344,-16.404,1406866
16.61,8.506,-16.05,1406867
16.674,8.171,-16.684,1406868
16.062,6.887,-17.429,1406869
16.488,7.175,-16.919,1406870
16.646,8.436,-16.516,1406871
16.224,6.948,-17.068,1406872
16.666,7.708,-16.809,1406873
16.844,8.586,-16.466,1406874
16.854,8.292,-16.114,1406875
16.648,8.465,-16.344,1406876
16.434,6.662,-16.711,1406877
16.391,7.473,-16.914,1406878
16.168,6.898,-17.246,1406879
16.252,6.953,-17.139,1406880
16.249,6.797,-17.111,1406881
16.574,7.937,-16.546,1406882
16.68,8.384,-16.429,1406883
16.634,7.672,-16.85,1406884
16.32,7.183,-17.153,1406885
16.426,7.714,-17.028,1406886
16.883,8.2,-16.014,1406887
16.225,7.063,-17.282,1406888
16.345,6.718,-16.787,1406889
16.402,7.324,-17.178,1406890
16.367,7.634,-17.246,1406891
16.429,8.877,-15.921,1406892
16.053,7.53,-17.643,1406893
16.269,6.386,-16.078,1406894
16.68,8.439,-16.185,1406895
16.647,8.358,-16.478,1406896
16.613,7.546,-16.969,1406897
16.457,6.862,-16.64,1406898
16.608,7.504,-16.895,1406899
16.763,8.18,-16.677,1406900
16.228,6.895,-17.172,1406901
16.269,7.124,-17.328,1406902
16.381,7.882,-16.671,1406903
16.328,7.024,-17.155,1406904
16.515,7.671,-16.701,1406905
16.335,7.714,-17.065,1406906
16.857,8.473,-15.957,1406907
16.159,6.689,-17.049,1406908
16.511,8.528,-16.374,1406909
16.833,8.008,-16.042,1406910
16.238,6.966,-17.447,1406911
16.695,8.186,-16.516,1406912
16.755,8.014,-16.351,1406913
16.828,7.912,-16.082,1406914
16.267,6.695,-16.951,1406915
16.829,8.202,-16.119,1406916
16.553,7.775,-16.85,1406917
16.63,7.573,-16.81,1406918
16.346,7.089,-17.037,1406919
16.864,8.204,-16.16,1406920
16.813,8.01,-16.066,1406921
10.067,8.765,-17.358,1406922
11.974,9.856,-16.51,1406923
15.461,6.209,-15.513,1406924
10.36,9.797,-17.754,1406925
12.186,10.098,-16.115,1406926
12.474,9.453,-15.889,1406927
11.953,10.13,-16.853,1406928
12.376,9.502,-16.236,1406929
13.249,8.835,-15.134,1406930
13.175,9.348,-15.182,1406931
15.51,12.639,-16.195,1406932
12.416,9.543,-16.007,1406933
15.841,6.551,-16.814,1406934
10.26,9.907,-17.909,1406935
11.988,9.83,-17.125,1406936
13.133,9.168,-15.269,1406937
13.061,9.148,-16.207,1406938
12.137,9.702,-16.32,1406939
11.07,9.369,-16.361,1406940
11.749,10.25,-16.599,1406941
12.403,10.12,-16.099,1406942
13.435,8.464,-15.516,1406943
11.57,10.365,-17.435,1406944
13.444,8.698,-15.126,1406945
13.935,6.386,-15.928,1406946
11.828,10.346,-16.471,1406947
12.036,8.671,-16.229,1406948
12.935,9.003,-15.502,1406949
11.739,9.944,-16.75,1406950
12.022,11.629,-16.641,1406951
12.213,9.963,-16.023,1406952
12.529,9.143,-16.002,1406953
11.468,9.472,-16.946,1406954
11.955,9.914,-17.088,1406955
11.756,7.394,-17.793,1406956
12.113,9.845,-15.345,1406957
15.657,11.684,-16.216,1406958
13.482,6.752,-16.096,1406959
12.694,9.793,-15.655,1406960
12.401,10.394,-16.316,1406961
12.525,9.303,-15.689,1406962
11.948,7.304,-17.806,1406963
11.912,9.405,-16.674,1406964
12.26,10.179,-16.178,1406965
12.603,9.919,-15.934,1406966
12.163,10.034,-15.922,1406967
12.329,9.727,-15.74,1406968
12.66,9.801,-15.609,1406969
12.323,10.676,-16.657,1406970
13.763,6.468,-16.062,1406971
12.195,9.491,-15.764,1406972
15.646,11.513,-15.954,1406973
12.782,9.182,-15.523,1406974
15.626,11.412,-16.292,1406975
10.421,9.854,-17.74,1406976
12.576,9.836,-15.955,1406977
10.234,8.974,-17.55,1406978
15.343,6.056,-15.332,1406979
11.833,9.801,-16.89,1406980
15.657,6.853,-15.089,1406981
12.235,11.482,-16.652,1406982
13.213,8.887,-15.419,1406983
13.235,9.04,-15.96,1406984
12.295,10.588,-16.519,1406985
14.955,7.045,-17.089,1406986
13.367,9.218,-15.356,1406987
12.523,9.919,-15.788,1406988
11.419,8.601,-17.665,1406989
11.926,10.724,-17.123,1406990
12.676,7.298,-16.441,1406991
15.871,9.931,-16.925,1406992
15.645,6.554,-17.123,1406993
11.777,9.799,-16.248,1406994
12.517,9.227,-16.003,1406995
12.201,9.554,-15.779,1406996
10.447,9.498,-17.753,1406997
12.529,9.91,-15.848,1406998
12.572,9.573,-15.736,1406999
12.429,9.523,-16.147,1407000
11.273,9.635,-17.487,1407001
15.844,12.054,-16.084,1407002
13.237,12.461,-15.176,1407003
12.766,9.865,-15.8,1407004
13.122,10.568,-16.048,1407005
12.675,9.958,-15.573,1407006
12.645,9.085,-15.779,1407007
12.467,7.286,-16.58,1407008
10.41,10.058,-17.769,1407009
16.218,10.418,-16.656,1407010
12.294,10.642,-16.243,1407011
12.276,9.318,-16.945,1407012
11.288,9.48,-17.334,1407013
12.435,9.076,-16.208,1407014
12.612,9.116,-15.515,1407015
10.681,8.452,-15.596,1407016
12.479,10.766,-16.858,1407017
11.336,9.162,-17.355,1407018
12.562,9.089,-16.367,1407019
9.468,8.128,-16.839,1407020
13.079,8.962,-15.478,1407021
12.158,10.269,-16.312,1407022
12.522,9.524,-16.069,1407023
12.343,9.927,-16.317,1407024
12.574,7.518,-16.581,1407025
12.66,9.131,-15.993,1407026
12.908,9.342,-16.11,1407027
12.354,9.761,-16.253,1407028
15.986,12.23,-15.669,1407029
11.936,7.702,-16.439,1407030
12.171,11.167,-16.541,1407031
12.163,10.151,-16.321,1407032
12.555,9.74,-15.601,1407033
15.924,9.781,-16.823,1407034
12.035,9.754,-16.52,1407035
11.88,10.026,-16.877,1407036
12.004,9.181,-16.929,1407037
11.225,9.456,-17.205,1407038
13.433,8.346,-16.102,1407039
12.569,9.314,-15.746,1407040
12.263,9.211,-16.823,1407041
11.846,9.828,-16.219,1407042
12.747,9.51,-15.543,1407043
12.723,9.455,-16.093,1407044
15.347,11.675,-16.53,1407045
12.282,11.802,-16.936,1407046
12.262,11.244,-17.116,1407047
12.46,10.938,-17.319,1407048
12.046,11.111,-17.413,1407049
12.226,10.891,-17.036,1407050
12.23,11.597,-17.198,1407051
15.667,6.388,-16.064,1407052
12.263,11.311,-17.159,1407053
12.52,12.42,-16.475,1407054
12.154,11.178,-17.352,1407055
12.267,11.744,-17.129,1407056
12.327,11.654,-16.723,1407057
12.175,11.206,-17.39,1407058
15.199,7.026,-17.563,1407059
12.235,11.488,-17.046,1407060
12.058,11.692,-17.722,1407061
11.968,11.264,-17.711,1407062
15.309,7.172,-17.487,1407063
12.204,11.445,-17.656,1407064
12.296,11.837,-17.103,1407065
16.488,8.917,-15.907,1407066
12.292,11.734,-17.228,1407067
12.304,11.608,-17.044,1407068
12.48,11.045,-16.89,1407069
16.557,7.626,-15.559,1407070
12.441,11.981,-16.922,1407071
12.223,11.752,-17.03,1407072
13.276,12.283,-17.431,1407073
11.751,10.451,-18.215,1407074
14.472,12.229,-17.345,1407075
12.508,11.568,-17.066,1407076
12.249,10.651,-17.03,1407077
14.404,12.466,-16.95,1407078
12.015,11.312,-18.027,1407079
12.157,11.929,-16.813,1407080
12.198,11.537,-17.133,1407081
12.536,12.436,-15.842,1407082
12.559,10.973,-17.047,1407083
11.972,10.962,-17.842,1407084
12.135,11.383,-17.141,1407085
12.251,11.759,-17.001,1407086
12.185,11.575,-17.221,1407087
12.017,11.2,-17.861,1407088
12.309,11.697,-16.88,1407089
11.907,10.959,-17.739,1407090
10.565,10.18,-17.992,1407091
12.38,11.273,-18.273,1407092
12.934,10.362,-18.612,1407093
14.933,12.852,-16.62,1407094
10.495,-6.119,15.971,1407418
11.75,-4.843,14.908,1407419
10.499,-6.115,15.963,1407420
11.768,-4.832,14.899,1407421
10.497,-6.066,15.856,1407422
11.596,-4.872,14.981,1407423
9.509,10.723,8.742,1409186
9.504,10.705,8.726,1409187
9.504,10.704,8.704,1409188
9.509,10.729,8.746,1409189
14.057,-12.152,-7.385,1409202
12.933,-13.236,-8.04,1409203
14.208,-11.404,-7.528,1409204
14.21,-11.089,-7.575,1409205
10.001,-9.984,18.206,1409211
10.013,-9.965,18.191,1409212
10.003,-9.992,18.199,1409213
-0.128,-3.287,14.312,1409214
-0.122,-3.291,14.303,1409215
-0.124,-3.294,14.308,1409216
-0.133,-3.292,14.305,1409217
-0.123,-3.291,14.303,1409218
-0.127,-3.291,14.303,1409219
-0.132,-3.292,14.288,1409220
-0.125,-3.293,14.299,1409221
-0.12,-3.292,14.294,1409222
1.644,-6.325,-26.633,1409294
1.694,-5.864,-26.655,1409295
1.627,-6.379,-26.643,1409296
1.707,-5.856,-26.641,1409297
1.678,-6.246,-26.622,1409298
1.734,-5.798,-26.633,1409299
1.653,-6.246,-26.627,1409300
1.74,-5.802,-26.615,1409301
1.598,-6.082,-26.7,1409302
1.615,-6.038,-26.687,1409303
1.64,-5.993,-26.674,1409304
1.672,-5.916,-26.656,1409305
1.651,-5.951,-26.662,1409306
1.635,-5.992,-26.676,1409307
1.564,-6.152,-26.683,1409308
1.533,-6.194,-26.683,1409309
1.55,-6.12,-26.688,1409310
1.642,-5.995,-26.666,1409311
1.598,-6.06,-26.674,1409312
1.633,-6,-26.672,1409313
22.794,6.791,5.595,1409667
22.808,6.779,5.542,1409668
22.814,6.719,5.717,1409669
22.82,6.715,5.704,1409670
-2.547,2.792,0.199,1409713
-2.544,2.807,0.218,1409714
-2.545,2.806,0.213,1409715
-2.545,2.797,0.202,1409716
-2.551,2.799,0.21,1409717
-2.532,2.831,0.234,1409718
-2.546,2.779,0.177,1409719
-2.551,2.793,0.204,1409720
-2.551,2.792,0.204,1409721
-8.679,15.316,4.701,1410157
-8.665,15.405,4.666,1410158
-8.688,15.326,4.715,1410159
-8.67,15.399,4.675,1410160
3.78,3.704,4.918,1410613
3.848,3.693,4.94,1410614
-9.432,9.189,18.651,1410654
-9.429,9.211,18.615,1410655
-9.427,9.208,18.616,1410656
-9.451,9.238,18.613,1410657
-9.355,9.478,18.525,1410658
-9.337,9.47,18.52,1410659
-9.351,9.537,18.506,1410660
-9.351,9.564,18.503,1410661
-9.356,9.424,18.542,1410662
-9.36,9.417,18.547,1410663
-9.273,8.992,18.559,1410664
-9.302,8.925,18.596,1410665
-9.277,8.964,18.571,1410666
-9.317,8.889,18.62,1410667
-7.318,8.436,20.059,1410668
-7.317,8.434,20.059,1410669
-7.322,8.438,20.06,1410670
-7.323,8.438,20.059,1410671
-7.499,8.425,20.035,1410672
-7.472,8.422,20.046,1410673
-7.51,8.435,20.045,1410674
-7.46,8.427,20.057,1410675
-6.839,7.45,5.215,1410792
-18.051,7.319,-15.752,1410793
-18.468,8.091,-17.998,1410794
-22.782,14.497,6.513,1411923
-22.836,14.373,6.48,1411924
-22.841,14.35,6.477,1411925
1.171,15.942,11.433,1411926
1.14,15.87,11.461,1411927
1.143,15.877,11.461,1411928
-21.837,3.887,8.68,1411950
-21.857,3.867,8.681,1411951
-21.837,3.887,8.678,1411952
-21.816,3.907,8.678,1411953
-21.81,3.915,8.681,1411954
-21.826,3.901,8.679,1411955
-21.825,3.897,8.678,1411956
-21.713,16.028,7.312,1411957
-21.692,16.096,7.375,1411958
-21.694,16.089,7.32,1411959
-21.726,15.993,7.313,1411960
-21.707,16.054,7.351,1411961
-21.701,16.052,7.268,1411962
-21.682,16.119,7.313,1411963
-21.7,16.077,7.354,1411964
-21.698,16.074,7.311,1411965
-21.679,16.127,7.296,1411966
-21.709,16.053,7.323,1411967
-21.678,16.129,7.309,1411968
-21.732,15.981,7.167,1411969
-21.718,16.011,7.124,1411970
-21.725,16.001,7.234,1411971
-21.729,15.995,7.216,1411972
-21.834,15.616,6.681,1411973
-21.855,15.577,6.664,1411974
-21.845,15.575,6.652,1411975
-21.831,15.624,6.724,1411976
-0.133,19.356,5.711,1412085
-0.148,19.36,5.743,1412086
-0.076,19.284,5.506,1412087
-0.104,19.311,5.595,1412088
-0.062,19.274,5.443,1412089
-0.2,19.397,5.873,1412090
-0.07,19.269,5.471,1412091
-0.088,19.23,5.529,1412092
-0.065,19.223,5.478,1412093
14.153,-7.828,-8.515,1412559
14.24,-7.853,-8.652,1412560
14.229,-7.782,-8.547,1412561
14.298,-7.641,-8.642,1412562
10.641,-12.142,-21.077,1412563
10.648,-12.145,-21.104,1412564
11.053,-11.912,-20.874,1412565
11.045,-11.932,-20.853,1412566
14.133,-11.79,-19.279,1412567
14.12,-11.793,-19.279,1412568
-1.989,25.207,-8.425,1412775
-1.987,25.202,-8.419,1412776
-2.585,25.245,-8.363,1412777
-2.48,25.241,-8.368,1412778
-1.978,25.161,-8.39,1412779
-1.972,25.149,-8.382,1412780
-2.426,25.244,-8.378,1412781
-2.635,25.235,-8.347,1412782
7.834,-6.73,19.636,1412826
7.858,-6.763,19.666,1412827
7.935,-6.94,19.597,1412828
5.73,-4.445,18.531,1412829
5.757,-4.423,18.565,1412830
5.487,-4.318,18.401,1412831
5.519,-4.197,18.405,1412832
5.392,-4.093,18.385,1412833
5.376,-4.07,18.364,1412834
-9.55,8.173,18.811,1412835
5.43,-4.272,18.374,1412836
1.321,-3.267,17.006,1412837
11.715,-5.994,19.442,1412949
11.756,-5.958,19.335,1412950
-0.852,0.047,15.865,1412951
-0.856,0.009,15.904,1412952
-8.944,3.8,13.229,1412953
-8.96,3.817,13.232,1412954
12.348,-6.129,17.63,1412955
10.309,-5.227,20.051,1412956
-0.779,0.004,15.904,1412957
-0.853,0.05,15.864,1412958
-8.956,3.808,13.245,1412959
-8.951,3.82,13.232,1412960
-5.306,-0.011,17.635,1412961
1.065,-2.131,17.544,1412962
-5.473,0.048,17.558,1412963
-6.041,0.597,17.468,1412964
-9.195,4.075,13.233,1412965
-6.985,1.534,15.9,1412966
-12.44,7.852,12.451,1412967
-12.456,7.859,12.44,1412968
-12.46,7.881,12.461,1412969
-12.404,7.806,12.479,1412970
-12.412,7.807,12.498,1412971
-12.428,7.854,12.481,1412972
-10.775,12.671,7.801,1412973
-10.824,12.657,7.846,1412974
-10.814,12.659,7.826,1412975
-10.753,12.666,7.808,1412976
-10.751,12.667,7.778,1412977
-10.732,12.674,7.785,1412978
-10.653,12.754,7.641,1412979
-1.738,16.564,7.143,1412980
-1.689,16.708,7.112,1412981
-1.482,16.589,6.873,1412982
-0.263,17.203,5.823,1412983
-1.911,16.275,7.334,1412984
-0.47,17.036,5.97,1412985
-1.791,13.061,10.149,1412988
-2.256,15.944,7.789,1412989
-0.387,17.076,5.94,1412990
0.056,12.838,10.629,1415150
-0.976,12.64,10.736,1415151
17.045,-0.274,13.745,1415501
17.308,-0.295,13.585,1415502
16.959,-0.293,13.795,1415503
16.963,-0.278,13.784,1415504
-10.389,6.603,-21.406,1415670
-10.74,6.243,-21.815,1415671
5.442,0.959,10.743,1416304
5.428,0.959,10.746,1416305
5.322,0.987,10.755,1416306
5.397,0.977,10.747,1416307
-13.657,17.03,-13.87,1416415
-13.654,17.024,-13.872,1416416
-13.658,17.034,-13.876,1416417
-13.654,17.027,-13.877,1416418
-13.659,17.03,-13.862,1416419
-13.659,17.031,-13.881,1416420
-13.657,17.031,-13.873,1416421
-13.655,17.025,-13.876,1416422
-13.657,17.029,-13.861,1416423
-13.653,17.029,-13.877,1416424
-13.655,17.023,-13.869,1416425
-13.658,17.029,-13.863,1416426
-13.653,17.029,-13.881,1416427
-13.653,17.021,-13.868,1416429
-13.655,17.025,-13.863,1416430
-13.655,17.021,-13.868,1416431
-13.655,17.027,-13.865,1416432
-13.652,17.028,-13.872,1416433
-13.655,17.024,-13.874,1416434
-13.654,17.03,-13.867,1416435
-13.649,17.028,-13.883,1416436
-21.216,1.194,-16.753,1416699
-21.855,0.566,-17.871,1416700
-21.877,0.532,-17.899,1416701
-21.156,1.141,-16.887,1416702
-21.936,0.406,-17.993,1416703
-21.905,0.428,-17.991,1416704
-20.212,4.755,1.664,1416772
-20.213,4.756,1.673,1416773
-20.209,4.753,1.676,1416774
-20.211,4.754,1.671,1416775
-20.163,4.737,1.715,1416776
-20.165,4.737,1.714,1416777
-19.698,4.596,2.053,1416778
-19.686,4.595,2.066,1416779
-20.214,4.757,1.685,1416780
-20.191,4.747,1.699,1416781
-19.984,4.682,1.846,1416782
-19.986,4.683,1.846,1416783
-20.092,4.716,1.773,1416784
-20.093,4.716,1.771,1416785
-20.096,4.716,1.766,1416786
-20.093,4.716,1.769,1416787
-20.06,4.708,1.801,1416788
-20.045,4.702,1.808,1416789
-20.176,4.744,1.718,1416790
-20.166,4.741,1.724,1416791
-7.869,-2.536,3.943,1416802
13.401,-5.594,4.622,1416803
14.143,-11.61,-10.352,1417171
14.152,-11.599,-10.346,1417172
14.23,-11.596,-10.468,1417173
14.134,-11.6,-10.337,1417174
14.216,-11.634,-10.482,1417175
14.265,-11.618,-10.542,1417176
9.449,-2.822,-7.205,1418701
9.445,-2.841,-7.198,1418702
9.52,-2.832,-7.22,1418703
9.426,-2.819,-7.187,1418704
9.46,-2.849,-7.211,1418705
9.437,-2.747,-7.245,1418706
9.463,-2.831,-7.201,1418707
9.519,-2.835,-7.212,1418708
9.505,-2.861,-7.21,1418709
9.493,-2.825,-7.203,1418710
9.514,-2.834,-7.206,1418711
9.517,-2.877,-7.2,1418712
9.972,-11.705,-8.179,1418713
9.974,-11.714,-8.187,1418714
9.075,-9.189,-3.963,1418721
9.083,-9.186,-3.964,1418722
9.075,-9.188,-3.962,1418723
9.072,-9.192,-3.963,1418724
9.085,-9.187,-3.958,1418725
9.08,-9.187,-3.962,1418726
13.724,-12.645,-8.469,1418809
13.754,-12.655,-8.408,1418810
13.149,-12.624,-8.951,1418811
13.66,-12.648,-8.521,1418812
17.469,-1.893,15.858,1418813
17.558,-1.875,15.716,1418814
17.494,-1.927,15.818,1418815
17.511,-1.929,15.818,1418816
0.659,2.744,25.581,1418817
0.624,2.746,25.568,1418818
0.605,2.81,25.609,1418819
0.674,2.739,25.594,1418820
0.644,2.763,25.592,1418821
0.644,2.759,25.587,1418822
0.668,2.802,25.635,1418823
0.646,2.82,25.638,1418824
0.596,2.823,25.6,1418825
0.633,2.756,25.576,1418826
0.668,2.736,25.59,1418827
0.667,2.811,25.646,1418828
10.225,-12.241,8.198,1418829
10.222,-12.24,8.195,1418830
10.224,-12.243,8.203,1418831
10.223,-12.244,8.205,1418832
10.226,-12.237,8.188,1418833
10.223,-12.239,8.193,1418834
10.222,-12.241,8.199,1418835
10.224,-12.238,8.191,1418836
10.222,-12.238,8.192,1418837
10.22,-12.237,8.188,1418838
10.232,-12.248,8.212,1418839
10.217,-12.234,8.182,1418840
10.218,-12.241,8.201,1418841
10.221,-12.246,8.219,1418842
10.221,-12.243,8.205,1418843
10.219,-12.24,8.198,1418844
10.218,-12.232,8.178,1418845
10.218,-12.237,8.19,1418846
10.217,-12.239,8.194,1418847
10.218,-12.237,8.19,1418848
10.22,-12.24,8.197,1418849
10.218,-12.235,8.185,1418850
10.218,-12.234,8.183,1418851
10.219,-12.234,8.183,1418852
7.473,-14.218,13.718,1418853
7.24,-14.691,13.979,1418854
7.653,-14.141,13.677,1418855
7.442,-14.382,13.812,1418856
7.425,-14.295,13.773,1418857
7.566,-14.346,13.79,1418858
7.67,-14.268,13.767,1418859
7.623,-14.012,13.623,1418860
7.628,-14.119,13.663,1418861
7.593,-14.174,13.709,1418862
7.714,-14.296,13.817,1418863
7.523,-14.184,13.707,1418864
7.485,-13.9,13.569,1418865
7.498,-13.905,13.573,1418866
7.509,-13.845,13.543,1418867
7.492,-13.828,13.531,1418868
7.461,-14.014,13.638,1418869
7.484,-13.88,13.56,1418870
7.295,-14.535,13.928,1418871
7.356,-14.346,13.808,1418872
7.385,-14.301,13.779,1418873
7.42,-14.257,13.764,1418874
7.386,-14.347,13.803,1418875
7.415,-14.376,13.81,1418876
-0.889,15.545,7.687,1419014
-0.857,15.532,7.698,1419015
-0.676,15.493,7.7,1419016
-0.687,15.5,7.703,1419017
-0.86,15.539,7.689,1419018
-0.847,15.531,7.685,1419019
-0.72,15.507,7.7,1419020
-0.716,15.503,7.693,1419021
-0.632,15.501,7.682,1419022
-0.638,15.495,7.686,1419023
-0.954,15.6,7.709,1419024
-0.979,15.621,7.711,1419025
-0.679,15.509,7.682,1419026
-0.851,15.604,7.767,1419027
10.674,-7.805,15.825,1419111
10.788,-7.827,15.789,1419112
11.036,-7.88,15.731,1419113
7.413,-7.584,17.505,1419114
7.617,-7.76,17.374,1419115
7.587,-7.742,17.397,1419116
8.571,-6.562,17.305,1419117
8.594,-6.51,17.314,1419118
8.613,-6.451,17.32,1419119
9.885,-6.911,16.676,1419120
9.718,-6.828,16.745,1419121
11.198,-7.82,15.854,1419122
9.172,-6.288,17.096,1419123
9.213,-6.297,17.058,1419124
9.088,-6.181,17.2,1419125
9.069,-6.252,17.095,1419126
9.028,-6.211,17.128,1419127
9.041,-6.196,17.132,1419128
10.115,-7.537,16.306,1419129
9.963,-7.398,16.392,1419130
9.927,-7.301,16.4,1419131
7.372,-7.369,17.526,1419132
7.359,-7.378,17.542,1419133
10.475,-7.772,15.914,1419134
9.426,-7.095,17.015,1419135
9.388,-7.138,17.049,1419136
9.282,-7.22,17.1,1419137
-19.176,-1.978,8.812,1419170
-18.9,-1.795,8.48,1419171
3.686,23.038,-3.671,1419770
3.665,22.787,-3.736,1419771
3.644,22.829,-3.746,1419772
3.684,23.033,-3.67,1419773
3.614,22.922,-3.64,1419774
3.655,22.905,-3.682,1419775
3.69,23.038,-3.66,1419776
3.637,22.91,-3.675,1419777
3.649,22.985,-3.652,1419778
5.767,-4.211,18.268,1419802
8.374,-1.087,15.118,1419803
8.429,-1.132,15.093,1419804
8.359,-1.079,15.116,1419805
3.469,11.927,15.268,1420116
3.657,12.13,15.406,1420117
3.519,12.201,15.541,1420118
3.685,12.109,15.373,1420119
3.244,11.77,15.292,1420120
8.727,-10.464,-1.801,1420213
8.777,-10.495,-1.762,1420214
8.811,-10.516,-1.722,1420215
14.217,-11.983,3.72,1420216
14.222,-11.981,3.713,1420217
14.217,-11.995,3.677,1420218
14.284,-11.931,3.814,1420219
14.249,-11.972,3.707,1420220
14.248,-11.957,3.718,1420221
14.264,-11.943,3.82,1420222
14.24,-11.98,3.66,1420223
14.241,-11.978,3.661,1420224
14.278,-11.948,3.694,1420225
14.248,-11.979,3.593,1420226
14.26,-11.957,3.709,1420227
14.476,-11.839,3.385,1420228
14.284,-11.967,3.302,1420229
14.331,-11.918,3.308,1420230
14.492,-11.811,3.068,1420231
14.433,-11.83,2.738,1420232
14.334,-11.92,2.767,1420233
14.406,-11.851,2.692,1420234
14.345,-11.888,2.587,1420235
14.447,-11.806,2.63,1420236
14.425,-11.817,2.532,1420237
14.372,-11.857,2.571,1420238
14.325,-11.876,2.506,1420239
14.308,-11.839,2.475,1420240
14.436,-11.753,2.451,1420241
14.35,-11.869,2.508,1420242
14.435,-11.8,2.42,1420243
14.403,-11.81,2.425,1420244
14.338,-11.851,2.453,1420245
14.493,-11.753,2.402,1420246
14.383,-11.819,2.439,1420247
14.602,-11.631,2.27,1420248
-3.732,0.857,14.177,1420573
-3.668,0.901,14.153,1420574
-3.674,0.916,14.156,1420575
-3.72,0.843,14.174,1420576
-3.604,0.985,14.127,1420577
-3.628,0.954,14.136,1420578
5.443,-1.299,18.048,1420582
5.459,-1.319,18.057,1420583
5.45,-1.394,17.975,1420584
5.51,-1.45,17.924,1420585
